ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToPerformingArts_99,Within5Km_100,Within10Km_101,Within20Km_102,DistanceToPopMusicVenue_103,DistanceToCinema_104,Within5Km_105,Within10Km_106,Within20Km_107,DistanceToSauna_108,DistanceToTanningSalon_109,DistanceToAttraction_110,Within10Km_111,Within20Km_112,Within50Km_113,DistanceToFireStation_114
8636,BU18840400,BU18840400,11.0,0.0,0.1,13.8,12.5,11.0,0.0,0.0,6.2,12.2,7.1,10.2,0.3,13.0,74.6,0.5
8637,BU18840402,BU18840402,12.8,0.0,0.0,13.3,14.3,13.0,0.0,0.0,6.0,10.8,9.1,9.1,1.3,12.5,73.1,2.5
8638,BU18840404,BU18840404,12.4,0.0,0.0,13.1,13.8,12.8,0.0,0.0,4.1,9.2,10.4,7.5,2.0,11.8,72.9,4.0
8639,BU18840405,BU18840405,11.4,0.0,0.0,13.8,12.8,11.5,0.0,0.0,6.0,12.5,7.4,10.8,0.0,13.0,73.8,0.8
8640,BU18840407,BU18840407,12.4,0.0,0.0,12.2,12.4,12.5,0.0,0.0,3.4,8.7,9.0,7.1,2.0,13.6,71.7,3.0
8641,BU18840408,BU18840408,11.8,0.0,0.0,13.0,13.1,11.8,0.0,0.0,6.0,12.8,7.7,11.1,0.0,13.0,73.0,1.1
8642,BU18840409,BU18840409,10.6,0.0,0.1,14.2,14.3,11.0,0.0,0.0,7.0,12.7,8.9,10.0,0.7,13.0,76.5,2.5
8643,GM0166,GM0166,2.6,0.9,1.1,4.9,15.0,2.6,0.9,1.0,2.0,22.4,3.4,13.7,0.1,5.4,29.5,2.0
8644,WK016600,WK016600,2.1,1.0,1.0,5.0,15.6,2.3,1.0,1.0,2.0,23.1,2.7,14.3,0.0,5.7,29.1,1.9
8645,BU01660000,BU01660000,0.6,1.0,1.0,5.0,14.9,0.7,1.0,1.0,2.0,22.4,2.3,13.6,0.0,5.8,30.0,1.6
8646,BU01660001,BU01660001,1.0,1.0,1.0,5.0,15.5,1.3,1.0,1.0,2.0,23.0,1.2,14.2,0.0,6.0,30.0,1.6
8647,BU01660002,BU01660002,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8648,BU01660003,BU01660003,1.3,1.0,1.0,5.0,15.8,1.6,1.0,1.0,2.0,23.3,0.9,14.6,0.0,6.0,29.6,1.4
8649,BU01660004,BU01660004,1.6,1.0,1.0,5.0,15.4,1.6,1.0,1.0,2.0,22.9,2.9,14.2,0.0,5.1,30.0,1.7
8650,BU01660005,BU01660005,2.0,1.0,1.0,5.0,15.5,2.2,1.0,1.0,2.0,23.0,2.7,14.3,0.0,6.0,29.2,1.0
8651,BU01660006,BU01660006,2.6,1.0,1.0,5.0,17.1,2.8,1.0,1.0,2.0,24.5,0.8,15.8,0.0,5.2,27.7,2.3
8652,BU01660007,BU01660007,2.1,1.0,1.0,5.0,15.3,2.1,1.0,1.0,2.0,22.8,3.2,14.1,0.0,5.2,29.4,1.9
8653,BU01660008,BU01660008,2.1,1.0,1.0,5.0,16.6,2.4,1.0,1.0,2.0,24.0,2.3,15.3,0.0,5.7,28.4,1.1
8654,BU01660009,BU01660009,2.0,1.0,1.0,5.0,16.5,2.3,1.0,1.0,2.0,24.0,0.9,15.2,0.0,6.0,28.7,1.6
8655,BU01660010,BU01660010,3.4,1.0,1.0,5.0,15.4,3.5,1.0,1.0,2.0,22.8,4.1,14.1,0.0,5.3,28.4,2.6
8656,BU01660011,BU01660011,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8657,BU01660012,BU01660012,0.7,1.0,1.0,5.0,14.0,0.6,1.0,1.0,2.0,21.4,2.7,12.7,0.0,5.9,31.0,1.9
8658,BU01660013,BU01660013,3.6,1.0,1.0,5.0,14.4,3.6,1.0,1.0,2.0,21.9,4.3,13.2,0.0,6.0,28.9,3.0
8659,BU01660015,BU01660015,3.8,1.0,1.0,5.0,14.6,3.8,1.0,1.0,2.0,21.8,4.7,13.3,0.0,5.6,28.7,3.3
8660,BU01660016,BU01660016,4.5,0.6,1.0,5.0,17.1,4.7,0.5,1.0,2.0,24.6,4.0,15.3,0.0,5.4,28.1,3.6
8661,BU01660017,BU01660017,5.4,0.6,1.0,3.4,19.9,5.7,0.2,1.0,1.8,27.4,4.1,16.8,0.0,3.4,27.2,4.9
8662,BU01660018,BU01660018,5.9,0.3,1.0,3.4,19.1,5.7,0.3,1.0,1.7,26.6,7.9,17.8,0.0,1.8,26.3,5.9
8663,BU01660019,BU01660019,7.9,0.0,0.9,4.0,16.9,7.7,0.0,1.0,2.0,24.4,9.8,15.7,0.0,2.6,26.6,7.1
8664,WK016602,WK016602,5.5,0.0,1.0,5.0,17.4,5.7,0.0,1.0,2.0,24.9,5.2,16.2,0.0,5.0,26.6,4.3
8665,BU01660225,BU01660225,5.5,0.0,1.0,5.0,17.4,5.7,0.0,1.0,2.0,24.9,5.2,16.2,0.0,5.0,26.6,4.3
8666,WK016603,WK016603,2.4,1.0,1.0,5.0,14.1,2.2,1.0,1.0,2.0,21.6,4.4,12.8,0.0,4.8,30.5,1.2
8667,BU01660300,BU01660300,1.9,1.0,1.0,5.0,14.6,1.7,1.0,1.0,2.0,22.0,3.9,13.3,0.0,4.8,30.1,1.3
8668,BU01660301,BU01660301,2.7,1.0,1.0,5.0,14.0,2.6,1.0,1.0,2.0,21.4,4.7,12.7,0.0,4.8,30.7,0.6
8669,BU01660302,BU01660302,2.1,1.0,1.0,5.0,12.9,1.9,1.0,1.0,2.0,20.4,4.1,11.6,0.0,5.0,31.3,2.0
8670,BU01660303,BU01660303,2.6,1.0,1.0,5.0,15.5,2.5,1.0,1.0,2.0,23.0,4.6,14.2,0.0,3.7,30.0,2.1
8671,BU01660304,BU01660304,4.3,0.8,1.0,4.6,14.2,4.1,0.8,1.0,2.0,21.7,6.2,13.0,0.0,3.9,30.4,2.9
8672,BU01660305,BU01660305,3.2,1.0,1.0,5.0,13.4,3.0,1.0,1.0,2.0,20.9,5.2,12.2,0.0,5.0,31.1,1.2
8673,BU01660306,BU01660306,4.3,0.8,1.3,4.6,11.0,4.1,0.8,1.4,2.0,18.5,6.2,9.7,0.7,4.6,31.6,3.1
8674,BU01660307,BU01660307,1.9,1.0,1.0,5.0,13.8,1.7,1.0,1.0,2.0,21.2,3.8,12.5,0.0,5.0,30.8,1.0
8675,WK016604,WK016604,9.0,0.0,2.8,4.0,9.3,8.6,0.0,1.1,2.0,15.5,7.7,7.4,2.9,5.1,31.1,6.3
8676,BU01660400,BU01660400,9.1,0.0,3.0,4.0,9.1,8.7,0.0,1.0,2.0,15.3,7.9,7.3,3.0,5.0,31.0,6.4
8677,BU01660401,BU01660401,8.8,0.0,2.3,4.0,9.6,8.5,0.0,1.2,2.0,15.7,7.3,7.6,2.7,5.4,31.2,6.1
8678,WK016605,WK016605,6.2,0.0,1.0,4.0,10.7,6.0,0.0,1.4,2.0,18.2,8.1,9.4,1.0,4.1,31.0,5.5
8679,BU01660500,BU01660500,6.2,0.0,1.0,4.0,10.7,6.0,0.0,1.4,2.0,18.1,8.1,9.4,1.0,4.1,31.0,5.5
8680,BU01660501,BU01660501,4.9,0.7,1.0,4.6,11.1,4.7,0.7,1.1,2.0,18.6,6.8,9.8,0.8,4.7,30.8,4.2
8681,WK016606,WK016606,3.8,0.9,1.0,4.9,16.1,3.6,0.9,1.0,2.0,23.6,5.7,14.9,0.0,3.1,29.9,3.0
8682,BU01660600,BU01660600,3.8,0.9,1.0,4.9,16.1,3.6,0.9,1.0,2.0,23.6,5.7,14.9,0.0,3.1,29.9,3.0
8683,WK016607,WK016607,9.1,0.0,0.6,4.1,14.8,9.1,0.0,0.6,2.0,21.1,7.0,10.6,0.4,6.1,29.5,6.5
8684,BU01660700,BU01660700,9.1,0.0,0.6,4.1,14.8,9.1,0.0,0.6,2.0,21.1,7.0,10.6,0.4,6.1,29.5,6.5
8685,WK016608,WK016608,6.8,0.0,4.0,4.1,6.9,6.3,0.0,2.0,2.0,14.4,4.9,5.6,2.5,4.0,31.1,7.0
8686,BU01660800,BU01660800,6.8,0.0,4.0,4.1,6.9,6.3,0.0,2.0,2.0,14.4,4.9,5.6,2.5,4.0,31.1,7.0
8687,WK016609,WK016609,7.6,0.0,2.1,4.0,9.8,7.4,0.0,1.7,2.0,17.0,6.9,8.8,1.3,4.0,31.1,5.7
8688,BU01660900,BU01660900,7.6,0.0,2.1,4.0,9.8,7.4,0.0,1.7,2.0,17.0,6.9,8.8,1.3,4.0,31.1,5.7
8689,GM0678,GM0678,7.6,0.0,1.7,2.7,7.7,8.9,0.0,0.7,1.0,8.3,7.5,8.8,1.7,3.0,12.4,1.1
8690,WK067800,WK067800,6.7,0.0,2.0,2.9,6.9,7.9,0.0,1.0,1.0,7.7,6.6,8.5,2.0,3.0,12.5,1.0
8691,BU06780000,BU06780000,6.7,0.0,2.0,2.9,6.9,7.9,0.0,1.0,1.0,7.7,6.6,8.5,2.0,3.0,12.5,0.9
8692,BU06780009,BU06780009,7.0,0.1,2.0,2.7,7.2,7.9,0.0,1.0,1.0,8.0,6.9,7.9,1.7,3.0,12.3,2.4
8693,WK067801,WK067801,9.8,0.0,1.2,2.0,9.8,11.5,0.0,0.0,1.0,9.7,9.9,9.4,0.9,3.0,12.1,0.8
8694,BU06780100,BU06780100,9.8,0.0,1.2,2.0,9.8,11.5,0.0,0.0,1.0,9.7,9.9,9.5,0.9,3.0,12.1,0.7
8695,BU06780109,BU06780109,9.1,0.0,1.4,2.3,9.2,10.8,0.0,0.1,1.0,9.3,9.1,9.2,0.8,3.0,12.3,1.4
8696,WK067802,WK067802,10.6,0.0,0.1,3.0,10.8,11.3,0.0,0.0,1.0,11.6,10.5,9.9,0.7,3.0,12.0,5.1
8697,BU06780200,BU06780200,10.7,0.0,0.0,3.0,10.9,11.4,0.0,0.0,1.0,11.7,10.6,9.9,0.7,3.0,12.0,5.1
8698,BU06780209,BU06780209,10.1,0.0,1.0,3.0,10.3,10.8,0.0,0.1,1.0,11.1,10.0,9.9,0.3,3.0,12.0,4.6
8699,GM0537,GM0537,3.3,1.2,5.9,22.3,7.3,7.3,0.2,4.2,11.9,5.7,1.7,6.6,4.2,13.9,62.9,1.4
8700,WK053701,WK053701,4.2,1.0,5.9,15.5,8.9,9.0,0.0,3.5,8.9,5.0,2.3,5.9,4.0,10.7,63.0,1.9
8701,BU05370101,BU05370101,4.5,1.0,5.8,14.1,9.4,9.4,0.0,3.0,7.9,5.1,1.8,5.9,4.0,10.1,63.0,1.7
8702,BU05370102,BU05370102,4.3,1.0,6.0,14.8,8.6,8.8,0.0,3.4,8.6,4.6,2.7,5.4,4.0,10.7,63.0,2.3
8703,BU05370103,BU05370103,4.0,1.0,6.0,16.7,8.9,8.9,0.0,4.0,9.8,5.5,1.8,6.4,4.0,10.5,63.0,1.6
8704,BU05370104,BU05370104,3.8,1.0,6.0,18.0,8.8,8.7,0.0,4.0,10.5,5.3,2.3,6.1,4.0,12.1,63.0,1.8
8705,BU05370105,BU05370105,4.5,1.0,6.0,13.8,8.9,9.2,0.0,3.0,7.7,4.5,2.9,5.3,4.0,10.2,63.0,2.5
8706,BU05370106,BU05370106,4.3,1.0,5.8,14.7,9.1,9.2,0.0,3.4,8.4,4.8,2.4,5.6,4.0,10.6,63.0,2.1
8707,WK053702,WK053702,4.6,1.0,6.0,13.6,8.3,8.7,0.0,3.0,8.1,5.3,3.2,6.1,4.0,10.5,63.0,2.7
8708,BU05370201,BU05370201,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8709,BU05370202,BU05370202,4.6,1.0,6.0,13.4,8.1,8.4,0.0,3.0,7.8,5.0,3.3,5.8,4.0,10.4,63.0,2.7
8710,WK053703,WK053703,2.2,1.0,6.0,26.0,7.1,6.9,0.0,4.6,13.6,6.3,1.0,6.9,4.6,14.5,63.5,1.9
8711,BU05370301,BU05370301,2.2,1.0,6.0,26.2,6.8,6.8,0.0,5.0,13.7,6.4,0.4,7.1,5.0,14.2,64.0,2.0
8712,BU05370302,BU05370302,2.1,1.0,6.0,26.0,6.3,6.6,0.0,5.0,14.0,5.9,0.4,6.9,5.0,15.1,64.0,1.9
8713,BU05370303,BU05370303,2.0,1.0,6.0,26.4,6.5,6.1,0.0,5.0,14.0,6.0,1.1,6.9,4.9,16.5,63.7,2.1
8714,BU05370304,BU05370304,3.1,1.0,6.0,23.2,8.0,7.9,0.0,4.0,12.0,5.8,1.5,6.6,4.0,13.1,63.5,1.1
8715,BU05370305,BU05370305,2.6,1.0,6.0,25.7,7.7,7.6,0.0,4.0,12.9,6.3,1.3,7.1,4.3,14.0,63.7,1.5
8716,BU05370306,BU05370306,1.8,1.0,6.0,26.6,7.4,7.0,0.0,4.6,14.0,6.8,1.3,6.8,4.3,14.0,62.8,2.2
8717,WK053705,WK053705,3.6,1.0,6.0,19.7,8.8,8.6,0.0,3.9,11.1,6.7,1.1,7.5,3.6,12.0,61.8,1.1
8718,BU05370501,BU05370501,4.4,1.0,6.0,14.0,9.4,9.3,0.0,3.0,8.3,6.3,1.4,7.1,4.0,9.0,62.0,1.3
8719,BU05370502,BU05370502,4.2,1.0,6.0,15.0,9.1,9.1,0.0,3.6,9.1,6.2,1.1,7.0,4.0,10.0,62.0,1.1
8720,BU05370503,BU05370503,3.6,1.0,6.0,20.2,8.5,8.5,0.0,4.0,11.6,6.6,0.5,7.4,4.0,12.5,62.0,0.4
8721,BU05370504,BU05370504,4.0,1.0,6.0,16.4,9.1,9.1,0.0,3.9,9.7,6.7,1.1,7.6,3.4,10.5,61.6,1.2
8722,BU05370505,BU05370505,3.6,1.0,6.0,20.0,8.8,8.7,0.0,4.0,11.4,7.0,1.0,7.8,3.3,12.3,61.3,1.1
8723,BU05370506,BU05370506,4.0,1.0,5.9,16.4,9.6,9.2,0.0,3.8,9.5,7.6,1.8,8.5,2.1,10.2,60.9,1.9
8724,BU05370507,BU05370507,3.4,1.0,6.0,21.2,8.9,8.6,0.0,4.0,11.9,7.2,1.3,8.0,3.1,12.8,61.1,1.3
8725,BU05370508,BU05370508,3.2,1.0,6.0,21.8,8.8,8.3,0.0,4.0,11.9,7.2,1.5,8.1,3.1,13.2,61.5,1.4
8726,BU05370509,BU05370509,3.2,1.0,6.0,22.6,8.1,8.1,0.0,4.0,12.0,6.0,1.1,6.9,4.0,13.0,62.9,0.6
8727,BU05370510,BU05370510,2.6,1.0,6.0,24.8,8.1,7.7,0.0,4.0,12.5,6.5,1.4,7.3,4.0,13.8,62.9,1.2
8728,WK053706,WK053706,0.8,1.0,5.1,28.1,7.7,6.3,0.1,5.0,13.9,7.1,2.7,5.6,3.0,14.4,63.0,4.0
8729,BU05370601,BU05370601,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
8730,BU05370602,BU05370602,1.1,1.0,5.6,28.7,7.4,5.7,0.4,5.0,13.7,6.8,2.2,5.3,3.3,16.3,62.8,3.4
8731,BU05370604,BU05370604,0.7,1.0,5.1,28.2,7.7,6.3,0.0,5.0,14.0,7.2,2.7,5.6,3.0,14.4,63.0,4.0
8732,WK053707,WK053707,3.3,1.3,6.0,25.3,5.5,5.8,0.1,4.5,13.2,5.0,2.0,5.8,4.8,16.5,63.6,1.0
8733,BU05370700,BU05370700,3.3,1.2,6.0,25.9,5.1,5.5,0.0,4.8,13.6,4.7,2.0,5.4,5.0,17.0,64.0,0.4
8734,BU05370701,BU05370701,2.8,1.0,6.0,25.8,5.6,6.0,0.0,4.6,13.1,5.2,1.5,6.3,4.3,17.0,63.1,1.3
8735,BU05370702,BU05370702,3.9,1.0,6.0,24.8,5.3,5.7,0.0,4.3,13.0,4.7,2.7,5.0,5.0,16.9,64.0,0.7
8736,BU05370703,BU05370703,3.4,1.9,6.0,26.1,4.8,5.2,0.2,5.0,14.0,4.4,2.1,5.7,4.9,17.0,63.8,1.0
8737,BU05370704,BU05370704,3.6,2.0,6.0,26.2,4.8,5.2,0.5,5.0,14.0,4.4,2.4,6.0,4.4,17.0,63.1,1.3
8738,BU05370705,BU05370705,3.3,1.0,6.0,24.9,5.6,6.0,0.0,4.1,13.0,5.2,2.1,5.7,5.0,16.7,63.9,0.4
8739,BU05370706,BU05370706,3.0,1.0,6.0,25.1,6.1,6.4,0.0,4.0,13.0,5.6,1.8,6.2,5.0,15.4,63.6,1.0
8740,BU05370707,BU05370707,2.6,1.0,6.0,25.9,5.7,6.1,0.0,4.8,13.0,5.3,1.4,6.1,5.0,17.0,63.9,1.0
8741,BU05370708,BU05370708,3.6,2.5,6.0,26.5,4.7,5.1,0.9,5.0,13.8,4.2,2.4,5.1,5.0,17.1,63.9,0.8
8742,BU05370709,BU05370709,4.5,0.9,6.0,19.9,6.4,6.8,0.0,3.4,10.9,5.6,3.3,6.0,4.8,13.1,63.0,1.2
8743,WK053708,WK053708,3.4,2.8,5.4,28.8,5.2,4.8,1.5,5.0,14.0,4.7,2.8,7.6,3.6,17.6,63.2,1.1
8744,BU05370800,BU05370800,3.4,2.0,5.5,28.0,5.2,4.8,1.3,5.0,14.0,4.7,2.5,7.7,3.9,17.1,63.7,0.7
8745,BU05370801,BU05370801,2.9,1.0,6.0,26.5,5.9,5.4,0.0,5.0,14.0,5.3,2.1,7.9,4.0,17.0,62.9,1.4
8746,BU05370802,BU05370802,3.7,4.6,5.0,30.8,4.8,4.3,2.8,5.0,14.0,4.2,3.4,7.3,3.1,18.3,63.0,1.0
8747,BU05370808,BU05370808,3.4,5.0,5.0,32.0,4.1,3.6,3.0,5.0,14.9,3.4,3.7,6.2,3.0,21.9,63.0,1.9
8748,BU05370809,BU05370809,3.6,4.7,5.1,31.0,4.6,4.1,2.8,5.0,14.3,4.0,3.9,7.0,3.1,19.3,62.9,1.8
8749,GM0928,GM0928,2.4,1.1,2.8,3.6,7.5,5.3,0.4,2.9,3.0,19.7,2.0,2.8,5.7,7.9,15.1,2.5
8750,WK092800,WK092800,3.2,1.2,3.0,4.0,5.6,2.8,1.2,3.0,3.0,17.5,2.5,2.0,6.0,8.0,15.4,2.5
8751,BU09280000,BU09280000,3.5,1.3,3.0,4.0,5.2,2.2,1.3,3.0,3.0,17.1,1.9,2.2,6.0,8.0,15.6,2.9
8752,BU09280001,BU09280001,2.8,1.0,3.0,4.0,5.7,3.0,1.0,3.0,3.0,17.6,2.6,1.9,6.0,8.0,15.2,2.2
8753,BU09280002,BU09280002,3.3,1.5,3.0,4.0,5.0,2.8,1.4,3.0,3.0,17.2,2.7,2.1,6.0,8.0,16.0,2.7
8754,BU09280003,BU09280003,2.1,1.0,3.0,4.0,6.2,3.6,1.0,3.0,3.0,18.1,2.9,1.2,6.0,8.0,15.0,1.5
8755,BU09280004,BU09280004,4.3,1.0,3.0,4.0,6.2,2.7,1.0,3.0,3.0,17.7,2.2,2.7,6.0,8.0,15.0,3.6
8756,BU09280009,BU09280009,2.2,1.0,3.0,4.0,6.6,4.9,0.4,3.0,3.0,19.1,3.0,1.3,6.0,8.0,15.1,1.7
8757,WK092801,WK092801,1.4,1.0,2.6,3.3,9.1,6.2,0.0,2.7,3.0,20.9,1.0,3.1,5.2,8.0,14.5,2.0
8758,BU09280100,BU09280100,0.8,1.0,3.0,3.7,8.6,5.8,0.0,3.0,3.0,20.5,0.8,2.4,5.3,8.0,14.7,1.4
8759,BU09280101,BU09280101,1.1,1.0,3.0,3.5,8.4,6.2,0.0,3.0,3.0,20.7,1.4,2.6,5.8,8.0,15.0,1.5
8760,BU09280102,BU09280102,1.1,1.0,3.0,3.2,8.9,6.4,0.0,3.0,3.0,20.9,0.9,2.8,5.1,8.0,15.0,1.7
8761,BU09280103,BU09280103,1.2,1.0,2.8,3.0,9.2,6.4,0.0,2.9,3.0,21.1,0.4,3.0,5.0,8.0,14.7,2.0
8762,BU09280104,BU09280104,1.7,1.0,2.3,3.0,9.5,6.2,0.0,2.5,3.0,21.1,0.9,3.4,5.0,8.0,14.0,2.4
8763,BU09280105,BU09280105,2.3,1.0,1.9,3.1,9.7,6.4,0.0,2.0,3.0,21.3,1.5,3.9,5.0,7.8,14.0,2.9
8764,WK092802,WK092802,2.9,1.0,3.0,3.8,7.3,6.8,0.0,3.0,3.1,20.4,2.8,3.2,5.9,7.9,15.5,3.0
8765,BU09280200,BU09280200,3.7,1.0,3.0,4.0,6.6,6.9,0.0,3.0,3.0,19.9,3.7,3.4,6.0,8.0,16.0,3.6
8766,BU09280201,BU09280201,3.9,1.0,3.0,4.6,6.0,6.2,0.0,3.0,3.4,19.2,3.2,2.6,6.0,8.0,16.0,3.9
8767,BU09280202,BU09280202,4.6,1.0,3.0,5.1,6.5,6.8,0.0,3.0,3.8,19.8,3.6,3.4,6.0,8.0,16.0,4.5
8768,BU09280203,BU09280203,2.6,1.0,3.0,3.6,7.5,7.1,0.0,3.0,3.0,20.6,2.9,3.5,6.0,7.8,15.6,2.5
8769,BU09280204,BU09280204,1.5,1.0,3.0,3.3,8.1,6.5,0.0,3.0,3.0,20.9,1.8,2.8,5.9,8.0,15.0,1.8
8770,BU09280205,BU09280205,2.5,1.0,2.9,3.1,8.3,7.4,0.0,3.0,3.0,21.5,2.7,3.8,5.7,7.4,15.1,2.8
8771,GM1598,GM1598,6.9,0.1,1.8,9.0,11.0,7.0,0.1,1.4,6.6,8.3,6.6,6.1,2.3,10.4,35.7,1.6
8772,WK159801,WK159801,6.5,0.0,2.1,8.8,13.9,6.8,0.0,1.0,7.0,5.6,4.8,3.9,3.0,12.5,34.7,1.0
8773,BU15980101,BU15980101,6.1,0.0,2.4,9.0,13.6,6.6,0.0,1.0,7.0,5.3,4.5,4.7,3.6,13.0,32.2,3.9
8774,BU15980102,BU15980102,5.7,0.2,2.5,8.5,13.3,6.3,0.2,1.0,7.0,5.0,4.3,3.5,3.0,12.5,35.0,2.2
8775,BU15980103,BU15980103,6.3,0.0,2.1,8.0,13.4,6.3,0.0,1.0,7.0,5.0,4.3,4.0,3.0,12.1,35.0,1.4
8776,BU15980104,BU15980104,6.4,0.0,2.0,9.0,13.5,6.4,0.0,1.0,7.0,5.2,4.4,4.1,3.0,13.0,35.0,1.2
8777,BU15980105,BU15980105,6.5,0.0,2.0,9.0,13.9,6.9,0.0,1.0,7.0,5.6,4.9,4.1,3.0,12.6,35.0,1.0
8778,BU15980106,BU15980106,6.2,0.0,2.7,8.5,13.2,6.1,0.0,1.0,7.0,4.9,4.2,3.8,3.0,12.7,35.0,0.9
8779,BU15980107,BU15980107,6.7,0.0,2.0,9.0,13.8,6.7,0.0,1.0,7.0,5.5,4.7,3.8,3.0,12.9,35.0,0.7
8780,BU15980108,BU15980108,6.4,0.0,2.6,8.0,13.2,6.3,0.0,1.0,7.0,5.1,4.3,3.2,3.0,11.6,35.0,1.0
8781,BU15980109,BU15980109,6.1,0.0,2.0,9.0,14.3,7.3,0.0,1.0,7.0,6.0,5.3,4.1,3.0,12.4,34.4,1.0
8782,BU15980110,BU15980110,6.9,0.0,2.0,8.8,14.0,6.9,0.0,1.0,7.0,5.7,4.9,3.4,3.0,12.4,35.0,0.4
8783,BU15980111,BU15980111,6.8,0.0,2.0,9.0,14.5,7.4,0.0,1.0,7.0,6.2,5.4,4.0,3.0,12.0,34.1,1.0
8784,BU15980112,BU15980112,7.0,0.0,2.0,9.0,14.8,7.7,0.0,1.0,7.0,6.5,5.7,4.3,3.0,12.0,34.0,1.3
8785,BU15980113,BU15980113,6.8,0.0,2.0,8.1,14.2,7.6,0.0,1.0,6.9,6.3,5.6,3.7,3.0,11.5,34.5,1.4
8786,WK159802,WK159802,6.4,0.0,2.0,8.0,12.6,6.4,0.0,1.0,6.8,6.3,5.5,1.5,3.0,11.1,36.1,2.5
8787,BU15980201,BU15980201,6.2,0.1,1.8,8.0,12.6,6.2,0.1,1.0,7.0,5.6,4.8,1.2,3.0,11.5,36.0,2.6
8788,BU15980202,BU15980202,6.1,0.0,2.1,8.0,12.4,6.1,0.0,1.0,7.0,6.2,5.4,1.1,3.0,11.0,36.0,2.4
8789,BU15980203,BU15980203,7.7,0.0,1.9,8.1,12.9,7.8,0.0,1.3,5.8,7.9,7.0,3.6,3.0,11.0,36.7,2.7
8790,WK159803,WK159803,7.6,0.0,2.1,8.8,10.6,8.0,0.0,1.3,6.8,9.2,8.4,6.5,2.9,10.3,35.2,3.7
8791,BU15980301,BU15980301,7.4,0.0,2.1,8.1,11.0,8.2,0.0,1.8,6.4,8.3,7.6,5.6,3.2,10.7,35.3,3.3
8792,BU15980302,BU15980302,7.6,0.0,2.2,8.9,10.9,8.4,0.0,1.4,6.7,9.7,8.8,7.0,2.6,10.5,35.5,3.5
8793,BU15980303,BU15980303,7.6,0.0,2.0,9.0,10.4,7.7,0.0,1.0,7.0,9.2,8.4,6.4,3.0,10.0,35.0,3.9
8794,WK159804,WK159804,4.4,0.8,3.0,7.6,9.2,6.4,0.0,1.9,4.9,10.6,8.0,6.9,3.0,8.3,34.5,4.7
8795,BU15980401,BU15980401,4.5,0.7,2.8,7.7,9.5,6.8,0.0,1.5,5.3,10.6,8.4,7.3,3.3,8.6,34.3,4.7
8796,BU15980402,BU15980402,4.1,1.0,3.0,8.0,9.0,6.1,0.0,2.0,5.0,10.5,7.8,7.0,3.0,8.3,35.0,4.9
8797,BU15980403,BU15980403,4.9,0.6,3.0,6.8,9.2,6.3,0.0,2.0,4.0,10.6,8.0,6.0,2.8,8.0,33.7,4.2
8798,WK159805,WK159805,4.6,0.9,3.0,8.7,5.9,3.8,1.0,2.0,5.4,7.1,4.4,5.5,2.2,7.5,34.8,1.3
8799,BU15980501,BU15980501,5.4,0.5,3.0,7.4,6.5,3.6,0.9,2.0,4.6,8.0,5.3,4.9,2.4,7.6,33.8,2.8
8800,BU15980502,BU15980502,6.1,0.0,2.9,9.0,7.4,5.5,0.2,2.0,7.0,8.5,5.8,7.3,3.0,8.7,35.0,1.6
8801,BU15980503,BU15980503,4.7,0.8,3.0,9.8,6.0,4.1,1.0,2.0,6.8,7.1,4.4,5.9,2.2,8.6,35.0,0.3
8802,BU15980504,BU15980504,4.5,1.0,3.0,8.8,5.8,3.8,1.0,2.0,5.0,6.9,4.2,5.6,2.0,7.0,35.0,0.7
8803,BU15980505,BU15980505,4.1,1.0,3.0,9.0,5.4,3.5,1.0,2.0,5.0,6.5,3.8,5.3,2.0,7.0,35.0,0.9
8804,BU15980506,BU15980506,3.3,1.7,3.0,8.7,4.6,2.6,1.9,2.0,5.0,5.7,3.0,4.4,2.0,7.0,35.0,1.2
8805,BU15980507,BU15980507,3.9,1.4,2.6,8.8,5.6,3.7,1.7,2.0,5.3,6.5,3.8,5.4,2.0,6.9,35.0,1.9
8806,WK159806,WK159806,7.2,0.0,1.1,9.7,12.4,7.1,0.0,1.0,6.7,8.4,7.4,5.2,3.0,10.8,37.0,1.0
8807,BU15980601,BU15980601,5.3,0.0,2.0,8.1,10.7,5.3,0.0,1.0,7.0,6.6,5.6,4.3,3.0,11.5,37.0,1.5
8808,BU15980602,BU15980602,7.2,0.0,1.1,9.2,12.2,7.1,0.0,1.1,6.3,8.3,7.3,4.8,3.0,10.7,37.0,1.3
8809,BU15980603,BU15980603,7.1,0.0,1.0,9.6,12.5,7.1,0.0,1.0,6.1,8.4,7.4,4.9,3.0,11.0,37.0,0.5
8810,BU15980604,BU15980604,6.9,0.0,1.0,10.0,12.2,6.8,0.0,1.0,7.0,8.1,7.1,5.1,3.0,11.0,37.0,0.7
8811,BU15980605,BU15980605,7.2,0.0,1.0,9.9,12.6,7.2,0.0,1.0,6.7,8.4,7.5,5.1,3.0,10.9,37.0,0.7
