ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToLargeSupermarket_24,Within1Km_25,Within3Km_26,Within5Km_27,DistanceToShopForOtherDailyFood_28,DistanceToDepartmentStore_32,Within5Km_33,Within10Km_34,Within20Km_35,DistanceToCafeEtc_36,Within1Km_37,Within3Km_38,Within5Km_39,DistanceToCafeteriaEtc_40,Within1Km_41,Within3Km_42,Within5Km_43
6860,WK165504,WK165504,1.0,0.6,1.3,8.2,1.0,4.8,0.6,2.0,11.0,1.0,1.0,5.0,12.3,       .,       .,       .,       .
6861,BU16550401,BU16550401,0.7,0.9,1.0,8.5,0.6,4.9,0.6,2.0,11.0,0.8,1.4,5.0,12.6,       .,       .,       .,       .
6862,BU16550402,BU16550402,1.8,0.0,2.2,8.2,1.8,4.4,0.9,2.0,11.5,0.6,0.8,4.8,12.7,       .,       .,       .,       .
6863,BU16550403,BU16550403,1.5,0.1,3.6,6.0,1.7,3.6,1.0,2.0,11.3,1.7,0.0,5.4,9.8,       .,       .,       .,       .
6864,BU16550408,BU16550408,1.7,0.0,1.8,8.4,1.6,5.1,0.3,2.0,11.0,1.6,0.0,5.7,13.2,       .,       .,       .,       .
6865,BU16550409,BU16550409,2.4,0.1,1.8,3.9,2.8,4.8,0.5,1.9,9.8,2.3,0.1,2.2,6.4,       .,       .,       .,       .
6866,WK165505,WK165505,2.9,0.0,0.6,8.5,0.6,4.0,1.0,3.0,9.8,0.6,0.9,3.0,10.5,       .,       .,       .,       .
6867,BU16550501,BU16550501,2.9,0.0,0.6,8.8,0.4,4.0,1.0,3.0,9.8,0.5,1.0,3.1,10.6,       .,       .,       .,       .
6868,BU16550509,BU16550509,2.8,0.0,0.6,7.2,1.1,4.2,0.9,2.8,9.9,1.0,0.6,2.5,10.2,       .,       .,       .,       .
6869,GM0160,GM0160,1.4,0.9,2.9,4.0,1.3,4.1,0.6,1.3,5.3,1.6,0.6,1.7,2.9,       .,       .,       .,       .
6870,WK016001,WK016001,3.0,0.0,0.5,2.2,1.8,6.6,0.1,1.8,3.8,3.0,0.0,1.6,3.7,       .,       .,       .,       .
6871,BU01600101,BU01600101,2.3,0.0,1.0,1.4,1.1,6.6,0.0,2.0,3.0,2.2,0.0,3.0,4.3,       .,       .,       .,       .
6872,BU01600102,BU01600102,3.2,0.0,0.4,2.5,2.0,6.5,0.1,1.7,4.1,3.3,0.0,1.1,3.5,       .,       .,       .,       .
6873,WK016002,WK016002,4.0,0.0,0.0,1.8,1.3,7.2,0.0,2.0,4.3,4.0,0.0,0.0,3.6,       .,       .,       .,       .
6874,BU01600201,BU01600201,4.0,0.0,0.0,1.8,1.3,7.2,0.0,2.0,4.3,4.0,0.0,0.0,3.6,       .,       .,       .,       .
6875,WK016003,WK016003,3.9,0.0,0.0,1.0,3.4,5.9,0.0,1.0,5.0,3.7,0.0,0.0,3.0,       .,       .,       .,       .
6876,BU01600301,BU01600301,3.9,0.0,0.0,1.0,3.4,5.9,0.0,1.0,5.0,3.7,0.0,0.0,3.0,       .,       .,       .,       .
6877,WK016004,WK016004,1.7,0.5,0.8,1.2,1.4,5.8,0.1,2.0,7.0,2.3,0.1,0.8,1.2,       .,       .,       .,       .
6878,BU01600401,BU01600401,0.8,0.6,1.0,1.0,0.8,5.8,0.0,2.2,7.1,1.4,0.3,1.0,1.0,       .,       .,       .,       .
6879,BU01600402,BU01600402,0.6,0.8,1.0,1.1,0.6,5.6,0.0,2.0,7.3,1.7,0.0,1.0,1.4,       .,       .,       .,       .
6880,BU01600403,BU01600403,0.6,1.0,1.0,1.1,0.6,5.5,0.0,2.4,7.0,2.2,0.0,1.0,1.0,       .,       .,       .,       .
6881,BU01600404,BU01600404,2.5,0.0,0.6,1.8,2.5,5.2,0.4,2.0,6.9,2.5,0.0,0.7,1.4,       .,       .,       .,       .
6882,BU01600405,BU01600405,3.4,0.0,0.4,1.5,3.4,6.0,0.3,2.0,6.0,4.6,0.0,0.0,1.1,       .,       .,       .,       .
6883,BU01600406,BU01600406,3.3,0.0,0.7,2.4,3.0,6.5,0.4,1.4,6.7,2.7,0.1,0.6,1.9,       .,       .,       .,       .
6884,BU01600407,BU01600407,4.4,0.0,0.0,0.8,2.7,6.1,0.3,1.7,6.7,3.8,0.0,0.2,1.4,       .,       .,       .,       .
6885,WK016005,WK016005,1.0,0.7,1.0,1.9,1.0,6.8,0.0,1.9,6.2,1.4,0.3,0.9,1.8,       .,       .,       .,       .
6886,BU01600501,BU01600501,0.6,0.9,1.0,1.9,0.6,6.7,0.0,2.0,6.3,1.1,0.4,1.0,2.0,       .,       .,       .,       .
6887,BU01600502,BU01600502,2.0,0.1,1.0,1.5,2.0,7.3,0.0,1.6,6.0,2.1,0.1,0.9,1.7,       .,       .,       .,       .
6888,BU01600503,BU01600503,1.8,0.1,1.3,1.9,2.0,6.6,0.0,2.0,5.8,2.4,0.1,0.7,1.3,       .,       .,       .,       .
6889,WK016006,WK016006,2.7,0.0,1.0,6.2,2.5,3.9,0.8,1.0,6.0,2.6,0.0,0.8,3.3,       .,       .,       .,       .
6890,BU01600601,BU01600601,2.7,0.0,1.0,6.2,2.5,3.9,0.8,1.0,6.0,2.6,0.0,0.8,3.3,       .,       .,       .,       .
6891,WK016007,WK016007,2.1,0.1,1.7,6.9,2.0,4.0,0.8,1.2,5.7,3.4,0.0,0.5,3.2,       .,       .,       .,       .
6892,BU01600701,BU01600701,2.1,0.1,1.7,6.9,2.0,4.0,0.8,1.2,5.7,3.4,0.0,0.5,3.2,       .,       .,       .,       .
6893,WK016008,WK016008,1.2,0.6,1.0,1.3,1.2,8.5,0.0,0.9,4.2,1.1,0.6,0.9,1.1,       .,       .,       .,       .
6894,BU01600801,BU01600801,2.1,0.0,1.1,2.4,2.1,9.9,0.0,0.6,4.0,2.1,0.0,1.0,2.2,       .,       .,       .,       .
6895,BU01600802,BU01600802,1.0,0.5,1.0,1.2,1.0,7.9,0.0,1.0,4.4,1.0,0.5,1.0,1.0,       .,       .,       .,       .
6896,BU01600803,BU01600803,0.5,1.0,1.0,1.0,0.5,8.7,0.0,1.0,4.0,0.5,1.0,1.0,1.0,       .,       .,       .,       .
6897,BU01600804,BU01600804,2.9,0.0,0.5,1.1,2.9,7.0,0.0,1.0,4.8,2.8,0.0,0.5,1.1,       .,       .,       .,       .
6898,BU01600805,BU01600805,2.8,0.0,1.0,2.9,2.8,10.2,0.0,0.4,4.0,3.0,0.0,0.4,1.0,       .,       .,       .,       .
6899,WK016009,WK016009,1.3,1.2,3.7,4.3,1.1,1.4,1.0,1.1,5.3,1.2,0.9,2.0,3.0,       .,       .,       .,       .
6900,BU01600901,BU01600901,0.8,2.3,4.0,4.3,0.7,1.0,1.0,1.0,5.0,0.9,1.1,2.2,3.0,       .,       .,       .,       .
6901,BU01600902,BU01600902,1.2,0.9,3.9,4.4,1.1,1.2,1.0,1.0,5.3,1.0,1.0,2.0,3.0,       .,       .,       .,       .
6902,BU01600903,BU01600903,1.3,0.7,4.0,4.0,1.2,1.3,1.0,1.0,5.0,1.1,0.9,2.0,3.0,       .,       .,       .,       .
6903,BU01600904,BU01600904,3.1,0.0,1.0,4.6,1.6,3.9,0.8,1.5,6.3,2.7,0.0,0.9,3.9,       .,       .,       .,       .
6904,BU01600905,BU01600905,1.9,0.0,4.0,4.0,0.8,2.2,1.0,1.0,5.2,2.0,0.0,2.1,3.7,       .,       .,       .,       .
6905,BU01600906,BU01600906,4.4,0.0,0.0,2.6,2.9,5.0,0.5,1.7,6.9,3.0,0.0,0.5,3.1,       .,       .,       .,       .
6906,BU01600907,BU01600907,3.5,0.0,1.4,3.7,3.3,3.5,0.9,1.3,5.9,1.3,0.4,1.8,3.0,       .,       .,       .,       .
6907,BU01600908,BU01600908,2.1,0.0,3.4,4.7,2.0,2.1,1.0,1.4,6.4,2.1,0.0,1.6,2.9,       .,       .,       .,       .
6908,BU01600909,BU01600909,2.1,0.3,2.8,4.3,2.1,2.7,1.0,1.0,5.4,2.6,0.0,1.3,2.4,       .,       .,       .,       .
6909,WK016010,WK016010,3.0,0.0,0.6,1.1,2.9,6.8,0.0,1.6,3.1,2.9,0.0,2.0,3.6,       .,       .,       .,       .
6910,BU01601001,BU01601001,3.0,0.0,0.6,1.1,2.9,6.8,0.0,1.6,3.1,2.9,0.0,2.0,3.6,       .,       .,       .,       .
6911,WK016011,WK016011,3.0,0.0,0.5,1.1,0.9,7.7,0.0,2.0,5.1,6.8,0.0,0.0,0.0,       .,       .,       .,       .
6912,BU01601101,BU01601101,3.0,0.0,0.5,1.1,0.9,7.7,0.0,2.0,5.1,6.8,0.0,0.0,0.0,       .,       .,       .,       .
6913,WK016012,WK016012,0.9,0.4,1.0,1.4,0.8,6.1,0.0,2.0,3.7,0.9,1.4,3.0,4.0,       .,       .,       .,       .
6914,BU01601201,BU01601201,0.5,0.8,1.0,1.1,0.4,6.4,0.0,2.0,3.4,0.4,2.6,3.0,4.0,       .,       .,       .,       .
6915,BU01601202,BU01601202,1.3,0.1,1.0,1.7,1.2,5.9,0.0,2.0,4.0,1.2,0.4,3.0,4.0,       .,       .,       .,       .
6916,WK016013,WK016013,2.0,0.0,3.0,7.0,1.1,3.4,0.9,1.1,5.2,3.1,0.0,1.1,3.2,       .,       .,       .,       .
6917,BU01601301,BU01601301,2.0,0.0,3.0,7.0,1.1,3.4,0.9,1.1,5.2,3.1,0.0,1.1,3.2,       .,       .,       .,       .
6918,WK016014,WK016014,2.8,0.0,0.5,1.2,2.7,7.5,0.0,1.8,3.3,2.7,0.0,1.5,3.1,       .,       .,       .,       .
6919,BU01601401,BU01601401,2.8,0.0,0.5,1.2,2.7,7.5,0.0,1.8,3.3,2.7,0.0,1.5,3.1,       .,       .,       .,       .
6920,WK016015,WK016015,4.3,0.0,0.2,2.7,3.4,5.4,0.5,1.3,4.0,4.4,0.0,0.0,2.9,       .,       .,       .,       .
6921,BU01601501,BU01601501,4.3,0.0,0.2,2.7,3.4,5.4,0.5,1.3,4.0,4.4,0.0,0.0,2.9,       .,       .,       .,       .
6922,WK016016,WK016016,2.7,0.0,1.7,5.5,2.4,3.5,1.0,1.0,4.9,1.1,0.5,1.5,4.4,       .,       .,       .,       .
6923,BU01601601,BU01601601,2.7,0.0,1.7,5.5,2.4,3.5,1.0,1.0,4.9,1.1,0.5,1.5,4.4,       .,       .,       .,       .
6924,WK016017,WK016017,3.4,0.0,0.5,0.9,0.8,8.8,0.0,0.9,6.7,2.7,0.0,0.8,1.6,       .,       .,       .,       .
6925,BU01601701,BU01601701,2.9,0.0,0.7,1.0,0.6,8.6,0.0,1.0,7.2,2.4,0.0,1.0,1.6,       .,       .,       .,       .
6926,BU01601702,BU01601702,4.8,0.0,0.0,0.7,1.5,9.6,0.0,0.8,5.3,3.5,0.0,0.1,1.6,       .,       .,       .,       .
6927,WK016018,WK016018,2.9,0.0,0.6,4.4,2.8,4.8,0.6,1.1,4.1,2.4,0.1,2.4,5.7,       .,       .,       .,       .
6928,BU01601801,BU01601801,2.9,0.0,0.6,4.4,2.8,4.8,0.6,1.1,4.1,2.4,0.1,2.4,5.7,       .,       .,       .,       .
6929,WK016019,WK016019,1.2,0.6,1.6,2.2,1.8,6.8,0.0,1.8,5.2,2.4,0.1,1.3,2.0,       .,       .,       .,       .
6930,BU01601901,BU01601901,0.5,1.0,2.0,2.1,1.5,6.6,0.0,2.0,5.1,2.3,0.0,1.9,2.0,       .,       .,       .,       .
6931,BU01601902,BU01601902,1.4,0.4,1.6,2.1,1.0,6.5,0.0,2.0,5.8,1.1,0.5,1.3,2.0,       .,       .,       .,       .
6932,BU01601903,BU01601903,1.2,0.3,1.2,2.8,2.2,6.3,0.0,1.6,5.6,3.1,0.0,0.6,2.0,       .,       .,       .,       .
6933,BU01601904,BU01601904,2.6,0.1,1.0,2.2,2.9,7.8,0.0,1.1,4.6,3.4,0.0,0.3,1.8,       .,       .,       .,       .
6934,WK016020,WK016020,0.6,0.9,1.0,2.0,2.6,6.5,0.0,2.0,6.2,4.5,0.0,0.0,1.5,       .,       .,       .,       .
6935,BU01602001,BU01602001,0.5,1.0,1.0,2.0,2.6,6.6,0.0,2.0,6.0,4.7,0.0,0.0,1.5,       .,       .,       .,       .
6936,BU01602002,BU01602002,1.3,0.3,1.2,2.2,2.9,6.0,0.0,2.0,7.0,3.8,0.0,0.0,1.9,       .,       .,       .,       .
6937,WK016021,WK016021,5.6,0.0,0.0,0.5,5.4,7.4,0.0,0.9,3.1,4.1,0.0,0.1,1.9,       .,       .,       .,       .
6938,BU01602101,BU01602101,5.6,0.0,0.0,0.5,5.4,7.4,0.0,0.9,3.1,4.1,0.0,0.1,1.9,       .,       .,       .,       .
6939,WK016022,WK016022,3.3,0.0,0.3,3.5,2.9,4.9,0.6,1.0,6.0,4.9,0.0,0.0,1.1,       .,       .,       .,       .
6940,BU01602201,BU01602201,3.3,0.0,0.3,3.5,2.9,4.9,0.6,1.0,6.0,4.9,0.0,0.0,1.1,       .,       .,       .,       .
6941,WK016023,WK016023,5.2,0.0,0.0,1.2,4.5,6.3,0.1,1.8,5.3,4.6,0.0,0.1,0.8,       .,       .,       .,       .
6942,BU01602301,BU01602301,5.2,0.0,0.0,1.2,4.5,6.3,0.1,1.8,5.3,4.6,0.0,0.1,0.8,       .,       .,       .,       .
6943,WK016024,WK016024,2.9,0.0,0.6,1.6,2.9,10.7,0.0,0.3,4.1,2.7,0.0,0.8,1.3,       .,       .,       .,       .
6944,BU01602401,BU01602401,2.6,0.0,0.9,1.4,2.6,10.5,0.0,0.2,4.0,2.4,0.0,1.0,1.3,       .,       .,       .,       .
6945,BU01602402,BU01602402,3.2,0.0,0.4,1.9,3.2,11.0,0.0,0.3,4.1,3.2,0.1,0.5,1.3,       .,       .,       .,       .
6946,WK016025,WK016025,0.8,0.8,1.1,2.3,2.9,5.8,0.1,2.0,8.0,1.0,0.6,1.6,3.1,       .,       .,       .,       .
6947,BU01602501,BU01602501,0.5,1.0,1.0,2.0,3.0,5.9,0.0,2.0,8.0,0.6,0.9,1.6,3.0,       .,       .,       .,       .
6948,BU01602502,BU01602502,1.3,0.4,1.3,2.7,2.7,5.6,0.2,1.9,8.1,1.5,0.2,1.5,3.2,       .,       .,       .,       .
6949,WK016026,WK016026,0.8,0.8,1.6,2.0,0.8,8.6,0.0,1.9,5.5,0.8,0.8,1.3,2.0,       .,       .,       .,       .
6950,BU01602601,BU01602601,0.5,1.0,1.8,2.0,0.5,8.7,0.0,2.0,5.5,0.5,1.0,1.4,2.0,       .,       .,       .,       .
6951,BU01602602,BU01602602,1.8,0.0,1.0,2.0,1.8,9.2,0.0,1.0,4.9,1.6,0.0,1.0,2.0,       .,       .,       .,       .
6952,BU01602603,BU01602603,1.8,0.0,1.0,2.8,1.7,9.6,0.0,1.5,4.2,2.0,0.1,0.9,2.8,       .,       .,       .,       .
6953,BU01602604,BU01602604,2.1,0.1,0.9,1.7,2.1,8.2,0.0,1.4,5.6,2.0,0.1,1.1,1.8,       .,       .,       .,       .
6954,WK016027,WK016027,4.1,0.0,0.0,3.6,3.7,4.9,0.7,1.0,4.3,1.3,0.4,1.0,3.0,       .,       .,       .,       .
6955,BU01602701,BU01602701,4.1,0.0,0.0,3.6,3.7,4.9,0.7,1.0,4.3,1.3,0.4,1.0,3.0,       .,       .,       .,       .
6956,WK016028,WK016028,0.8,1.2,5.0,6.9,1.0,1.9,1.0,1.0,5.0,1.5,0.6,2.4,3.9,       .,       .,       .,       .
6957,BU01602801,BU01602801,0.5,3.5,6.1,7.0,0.4,0.7,1.0,1.0,5.0,0.6,1.8,3.1,4.1,       .,       .,       .,       .
6958,BU01602802,BU01602802,1.8,0.3,4.9,6.9,1.3,2.2,1.0,1.0,5.2,2.1,0.1,2.7,5.0,       .,       .,       .,       .
6959,BU01602803,BU01602803,0.4,1.0,5.5,7.0,1.6,2.1,1.0,1.0,5.0,2.1,0.0,2.0,3.1,       .,       .,       .,       .
6960,BU01602804,BU01602804,0.8,1.5,6.9,7.0,0.4,0.9,1.0,1.0,5.0,0.9,1.1,2.4,4.0,       .,       .,       .,       .
6961,BU01602805,BU01602805,1.0,0.4,5.8,7.0,1.3,1.9,1.0,1.0,5.0,1.9,0.0,2.0,3.3,       .,       .,       .,       .
6962,BU01602806,BU01602806,1.5,0.0,5.0,7.0,1.5,2.1,1.0,1.0,5.0,0.9,0.5,2.9,5.2,       .,       .,       .,       .
6963,BU01602807,BU01602807,0.7,0.8,5.0,6.9,0.7,2.2,1.0,1.0,5.0,0.9,0.6,3.1,5.1,       .,       .,       .,       .
6964,BU01602808,BU01602808,0.9,0.7,3.1,6.8,1.3,2.9,1.0,1.0,5.0,3.0,0.0,0.9,2.4,       .,       .,       .,       .
6965,BU01602809,BU01602809,0.2,4.0,6.6,7.0,0.1,0.4,1.0,1.0,5.0,0.4,2.0,3.0,4.0,       .,       .,       .,       .
6966,WK016029,WK016029,4.2,0.0,0.1,0.9,1.9,7.1,0.0,1.0,5.3,1.2,0.5,1.1,2.1,       .,       .,       .,       .
6967,BU01602901,BU01602901,4.1,0.0,0.0,1.0,1.8,7.4,0.0,1.0,5.2,0.4,1.0,1.0,2.0,       .,       .,       .,       .
6968,BU01602902,BU01602902,4.3,0.0,0.2,0.8,1.9,7.0,0.0,1.0,5.4,1.7,0.2,1.2,2.2,       .,       .,       .,       .
6969,GM0243,GM0243,0.9,1.1,7.0,14.0,0.9,2.2,2.0,3.4,7.6,2.0,1.1,7.8,13.2,       .,       .,       .,       .
6970,WK024301,WK024301,0.4,2.0,9.7,13.7,0.1,0.4,2.0,3.0,7.6,0.3,9.8,12.0,12.0,       .,       .,       .,       .
6971,BU02430101,BU02430101,0.3,2.0,10.0,14.0,0.1,0.4,2.0,3.0,7.4,0.4,9.6,12.0,12.0,       .,       .,       .,       .
6972,BU02430102,BU02430102,0.4,2.0,9.3,13.4,0.1,0.3,2.0,3.0,7.9,0.2,10.0,12.0,12.0,       .,       .,       .,       .
6973,WK024302,WK024302,1.2,0.2,6.9,11.1,1.0,1.4,1.3,3.0,6.0,1.3,0.4,10.9,12.0,       .,       .,       .,       .
6974,BU02430201,BU02430201,1.2,0.2,6.9,11.1,1.0,1.4,1.3,3.0,6.0,1.3,0.3,10.9,12.0,       .,       .,       .,       .
6975,BU02430202,BU02430202,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
6976,BU02430203,BU02430203,0.5,4.0,10.0,14.0,0.4,0.7,2.0,3.0,7.0,0.5,8.0,12.0,12.0,       .,       .,       .,       .
6977,BU02430204,BU02430204,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
6978,WK024303,WK024303,0.6,2.6,9.8,13.7,0.6,1.2,2.0,3.0,6.5,0.7,2.7,11.9,12.0,       .,       .,       .,       .
6979,BU02430301,BU02430301,0.7,2.3,9.7,13.5,0.7,1.4,2.0,3.0,6.2,0.9,0.7,11.9,12.0,       .,       .,       .,       .
6980,BU02430302,BU02430302,0.4,3.2,10.0,14.0,0.4,0.8,2.0,3.0,7.2,0.3,6.3,12.0,12.0,       .,       .,       .,       .
6981,WK024304,WK024304,0.5,1.9,9.9,13.9,0.5,0.8,2.0,3.0,8.0,0.4,6.3,12.0,12.0,       .,       .,       .,       .
6982,BU02430401,BU02430401,0.4,2.1,10.0,14.0,0.5,0.8,2.0,3.0,8.0,0.3,7.5,12.0,12.0,       .,       .,       .,       .
6983,BU02430402,BU02430402,0.7,1.6,9.8,13.8,0.6,0.9,2.0,3.0,8.0,0.5,4.9,12.0,12.0,       .,       .,       .,       .
6984,WK024305,WK024305,0.6,2.0,9.7,12.9,0.4,1.9,2.0,3.0,7.0,1.4,0.1,12.0,12.0,       .,       .,       .,       .
6985,BU02430501,BU02430501,0.8,1.7,10.0,13.7,0.6,1.7,2.0,3.0,6.8,1.2,0.2,12.0,12.0,       .,       .,       .,       .
6986,BU02430502,BU02430502,0.5,2.1,9.8,13.1,0.3,1.8,2.0,3.0,7.1,1.3,0.2,12.0,12.0,       .,       .,       .,       .
6987,BU02430503,BU02430503,0.5,2.1,9.1,11.3,0.4,2.3,2.0,3.0,7.0,1.7,0.0,12.0,12.0,       .,       .,       .,       .
6988,BU02430504,BU02430504,0.3,2.0,9.6,12.5,0.3,2.0,2.0,3.0,7.5,1.4,0.0,12.0,12.0,       .,       .,       .,       .
6989,WK024306,WK024306,1.5,0.0,9.6,13.3,1.2,1.6,2.0,3.0,8.0,0.4,1.0,12.0,12.0,       .,       .,       .,       .
6990,BU02430601,BU02430601,1.2,0.1,10.0,14.0,0.9,1.6,2.0,3.0,8.0,0.7,1.0,12.0,12.0,       .,       .,       .,       .
6991,BU02430602,BU02430602,1.6,0.0,9.4,13.1,1.3,1.6,2.0,3.0,8.0,0.3,1.0,12.0,12.0,       .,       .,       .,       .
6992,WK024307,WK024307,1.2,0.4,9.5,13.2,1.0,1.6,2.0,3.1,8.0,0.6,0.8,12.0,12.0,       .,       .,       .,       .
6993,BU02430701,BU02430701,0.8,1.0,9.8,13.0,0.8,1.8,2.0,3.0,8.0,1.2,0.0,12.0,12.0,       .,       .,       .,       .
6994,BU02430702,BU02430702,1.4,0.0,9.3,13.3,1.1,1.5,2.0,3.1,8.0,0.3,1.3,12.0,12.0,       .,       .,       .,       .
6995,WK024308,WK024308,0.7,0.9,7.6,13.8,0.7,1.8,2.0,3.2,8.0,1.6,1.0,10.9,12.9,       .,       .,       .,       .
6996,BU02430801,BU02430801,1.0,1.2,9.1,13.1,0.5,0.8,2.0,3.0,8.0,0.5,9.1,12.0,12.0,       .,       .,       .,       .
6997,BU02430802,BU02430802,1.0,0.7,9.8,13.0,1.0,1.4,2.0,3.0,8.0,1.1,0.3,12.0,12.0,       .,       .,       .,       .
6998,BU02430803,BU02430803,0.7,1.0,8.9,13.0,0.8,1.7,2.0,3.0,8.0,1.4,0.0,11.3,12.0,       .,       .,       .,       .
6999,BU02430804,BU02430804,0.5,1.0,6.0,13.3,0.6,2.4,2.0,3.0,8.0,2.0,0.0,11.0,12.1,       .,       .,       .,       .
7000,BU02430805,BU02430805,1.0,0.5,4.9,13.1,1.0,2.3,2.0,3.6,8.0,2.5,0.0,8.1,12.7,       .,       .,       .,       .
7001,BU02430806,BU02430806,0.5,1.0,6.1,16.6,0.5,2.0,2.0,3.7,8.0,2.0,0.0,11.0,15.9,       .,       .,       .,       .
7002,BU02430807,BU02430807,0.4,1.0,9.8,13.0,0.5,1.9,2.0,3.0,8.0,1.3,0.0,12.0,12.0,       .,       .,       .,       .
7003,BU02430808,BU02430808,0.8,1.0,10.5,13.0,0.8,1.5,2.0,3.0,8.0,1.2,0.1,11.9,12.0,       .,       .,       .,       .
7004,WK024309,WK024309,1.5,0.0,6.6,18.8,1.5,2.6,2.6,4.0,8.0,1.7,0.0,10.7,18.0,       .,       .,       .,       .
7005,BU02430901,BU02430901,1.4,0.0,7.0,18.7,1.5,2.6,2.5,4.0,8.0,1.6,0.0,12.0,18.0,       .,       .,       .,       .
7006,BU02430902,BU02430902,1.6,0.0,5.9,18.9,1.5,2.8,2.7,4.0,8.0,1.8,0.0,8.8,18.1,       .,       .,       .,       .
7007,WK024310,WK024310,0.5,1.2,7.6,14.5,0.6,2.6,2.2,3.5,8.0,0.9,0.6,10.8,14.0,       .,       .,       .,       .
7008,BU02431001,BU02431001,0.9,0.7,6.9,18.7,1.0,2.7,2.8,4.0,8.0,1.0,0.4,10.4,18.0,       .,       .,       .,       .
7009,BU02431002,BU02431002,0.8,0.9,7.8,15.9,0.9,2.4,2.1,4.0,8.0,1.0,0.6,12.0,15.8,       .,       .,       .,       .
7010,BU02431003,BU02431003,0.5,1.0,8.9,13.7,0.6,2.4,2.0,4.0,8.0,0.7,1.0,12.0,13.2,       .,       .,       .,       .
7011,BU02431004,BU02431004,0.4,1.7,7.8,14.1,0.5,2.6,2.0,4.0,8.0,0.5,1.0,11.6,14.2,       .,       .,       .,       .
7012,BU02431005,BU02431005,0.3,1.4,8.2,12.8,0.3,2.5,2.0,3.0,8.0,1.0,0.4,10.7,12.0,       .,       .,       .,       .
7013,BU02431006,BU02431006,0.4,1.3,7.2,12.6,0.4,2.7,2.0,3.0,8.0,1.0,0.4,9.9,12.0,       .,       .,       .,       .
7014,WK024311,WK024311,0.7,0.9,9.3,11.0,0.7,2.8,1.1,3.0,6.7,2.4,0.0,7.6,12.0,       .,       .,       .,       .
7015,BU02431101,BU02431101,0.6,1.0,9.0,11.0,0.6,2.5,1.1,3.0,6.9,2.2,0.0,9.9,12.0,       .,       .,       .,       .
7016,BU02431102,BU02431102,0.4,1.0,9.4,11.0,0.4,2.9,1.0,3.0,6.8,2.5,0.0,5.6,12.0,       .,       .,       .,       .
7017,BU02431103,BU02431103,1.0,0.8,9.5,11.0,1.0,2.8,1.0,3.0,6.5,2.3,0.0,7.5,12.0,       .,       .,       .,       .
7018,BU02431104,BU02431104,1.5,0.0,7.5,11.0,1.5,3.3,1.0,3.2,7.0,2.8,0.0,1.9,12.0,       .,       .,       .,       .
7019,WK024312,WK024312,1.4,0.7,3.9,17.6,1.1,2.2,2.8,4.0,8.0,3.4,0.0,0.6,17.7,       .,       .,       .,       .
7020,BU02431201,BU02431201,1.4,0.0,4.0,18.0,1.4,1.7,2.7,4.0,8.0,2.6,0.0,2.3,18.0,       .,       .,       .,       .
7021,BU02431202,BU02431202,1.3,0.0,4.1,17.0,1.0,2.2,2.3,4.0,8.0,2.8,0.0,3.7,16.8,       .,       .,       .,       .
7022,BU02431203,BU02431203,1.1,0.6,4.0,18.0,0.7,2.7,2.7,4.0,8.0,3.3,0.0,0.0,18.0,       .,       .,       .,       .
7023,BU02431204,BU02431204,2.0,0.0,4.0,20.0,1.7,0.6,3.0,4.0,8.0,2.8,0.0,1.1,18.1,       .,       .,       .,       .
7024,BU02431205,BU02431205,1.1,1.8,3.9,19.0,0.7,2.1,3.0,4.0,8.0,3.2,0.0,0.1,18.0,       .,       .,       .,       .
7025,BU02431206,BU02431206,0.9,2.3,4.0,18.1,0.5,2.7,3.0,4.0,8.0,3.5,0.0,0.0,18.0,       .,       .,       .,       .
7026,BU02431207,BU02431207,1.5,0.8,3.7,18.1,1.1,2.3,3.0,4.0,8.0,3.6,0.0,0.0,18.0,       .,       .,       .,       .
7027,BU02431210,BU02431210,1.5,0.6,4.5,16.6,0.9,2.6,3.0,4.0,8.0,3.3,0.0,0.2,18.5,       .,       .,       .,       .
7028,BU02431211,BU02431211,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
7029,BU02431212,BU02431212,2.5,0.0,3.7,17.8,0.9,2.2,3.0,4.0,8.0,2.7,0.0,1.0,18.3,       .,       .,       .,       .
7030,BU02431213,BU02431213,1.9,0.0,3.4,12.4,1.4,3.3,2.3,4.0,8.0,4.5,0.0,0.0,15.6,       .,       .,       .,       .
7031,WK024313,WK024313,1.3,0.6,7.4,11.0,1.3,2.2,1.1,3.0,6.1,2.0,0.0,9.5,12.0,       .,       .,       .,       .
7032,BU02431301,BU02431301,1.2,0.7,7.3,11.0,1.2,2.2,1.1,3.0,6.0,1.9,0.0,9.8,12.0,       .,       .,       .,       .
7033,BU02431302,BU02431302,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
7034,BU02431303,BU02431303,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
7035,WK024314,WK024314,2.2,0.0,3.1,15.3,1.9,3.5,2.1,3.7,7.7,2.2,0.0,1.1,14.7,       .,       .,       .,       .
