ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSchool_64,Within3Km_65,Within5Km_66,Within10Km_67,DistanceToSchool_68,Within3Km_69,Within5Km_70,Within10Km_71,DistanceToSchool_72,Within3Km_73,Within5Km_74,Within10Km_75,DistanceToPublicGreenTotal_76,DistanceToParkOrPublicGarden_77,DistanceToRecreationalTerrain_78,DistanceToForest_79,DistanceToOpenNatTerrainTotal_80,DistanceToOpenDryNaturalTerrain_81,DistanceToOpenWetNaturalTerrain_82
0,NL00,NL00,2.5,3.6,7.8,20.0,2.6,2.8,6.0,15.5,3.4,2.0,4.3,10.9,       .,       .,       .,       .,       .,       .,       .
1,GM1680,GM1680,5.7,0.2,0.4,3.4,5.7,0.2,0.4,3.0,11.3,0.0,0.0,0.7,       .,       .,       .,       .,       .,       .,       .
2,WK168000,WK168000,7.6,0.0,0.0,1.0,7.6,0.0,0.0,1.0,13.8,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
3,BU16800000,BU16800000,7.6,0.0,0.0,1.0,7.6,0.0,0.0,1.0,13.8,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
4,BU16800009,BU16800009,7.1,0.0,0.1,1.0,7.1,0.0,0.1,1.0,12.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
5,WK168001,WK168001,3.9,0.0,1.0,1.0,3.9,0.0,1.0,1.0,15.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
6,BU16800100,BU16800100,3.9,0.0,1.0,1.0,3.9,0.0,1.0,1.0,15.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
7,BU16800109,BU16800109,4.2,0.2,0.8,1.0,4.2,0.2,0.8,1.0,14.7,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
8,WK168002,WK168002,8.4,0.0,0.0,1.0,8.4,0.0,0.0,1.0,12.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9,BU16800200,BU16800200,8.4,0.0,0.0,1.0,8.4,0.0,0.0,1.0,11.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
10,BU16800209,BU16800209,8.5,0.0,0.0,1.0,8.5,0.0,0.0,1.0,12.3,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
11,WK168003,WK168003,8.3,0.0,0.0,5.9,8.3,0.0,0.0,4.5,9.1,0.0,0.0,1.4,       .,       .,       .,       .,       .,       .,       .
12,BU16800300,BU16800300,8.2,0.0,0.0,6.0,8.2,0.0,0.0,4.5,9.1,0.0,0.0,1.5,       .,       .,       .,       .,       .,       .,       .
13,BU16800309,BU16800309,9.1,0.0,0.0,3.7,9.1,0.0,0.0,3.0,9.9,0.0,0.0,0.7,       .,       .,       .,       .,       .,       .,       .
14,WK168004,WK168004,7.6,0.0,0.0,2.2,7.6,0.0,0.0,2.2,11.0,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
15,BU16800400,BU16800400,7.6,0.0,0.0,2.0,7.6,0.0,0.0,2.0,11.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
16,BU16800409,BU16800409,7.4,0.0,0.0,4.0,7.4,0.0,0.0,3.3,10.5,0.0,0.0,0.7,       .,       .,       .,       .,       .,       .,       .
17,WK168005,WK168005,11.7,0.0,0.0,0.0,11.7,0.0,0.0,0.0,13.4,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
18,BU16800500,BU16800500,11.7,0.0,0.0,0.0,11.7,0.0,0.0,0.0,13.4,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
19,BU16800509,BU16800509,11.5,0.0,0.0,0.0,11.5,0.0,0.0,0.0,13.7,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
20,WK168006,WK168006,7.4,0.0,0.0,3.4,7.4,0.0,0.0,3.2,9.5,0.0,0.0,1.1,       .,       .,       .,       .,       .,       .,       .
21,BU16800600,BU16800600,7.4,0.0,0.0,3.5,7.4,0.0,0.0,3.3,9.4,0.0,0.0,1.1,       .,       .,       .,       .,       .,       .,       .
22,BU16800609,BU16800609,7.5,0.0,0.0,1.4,7.5,0.0,0.0,1.4,10.5,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
23,WK168007,WK168007,9.2,0.0,0.0,2.9,9.2,0.0,0.0,2.6,9.3,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
24,BU16800700,BU16800700,9.2,0.0,0.0,2.9,9.2,0.0,0.0,2.6,9.3,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
25,BU16800709,BU16800709,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
26,WK168008,WK168008,9.6,0.0,0.0,1.4,9.6,0.0,0.0,1.4,10.4,0.0,0.0,0.4,       .,       .,       .,       .,       .,       .,       .
27,BU16800800,BU16800800,9.6,0.0,0.0,1.5,9.6,0.0,0.0,1.5,10.4,0.0,0.0,0.5,       .,       .,       .,       .,       .,       .,       .
28,BU16800809,BU16800809,9.6,0.0,0.0,0.6,9.6,0.0,0.0,0.6,11.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
29,WK168009,WK168009,9.3,0.0,0.0,3.5,9.3,0.0,0.0,3.4,9.3,0.0,0.0,2.5,       .,       .,       .,       .,       .,       .,       .
30,BU16800900,BU16800900,9.3,0.0,0.0,3.4,9.3,0.0,0.0,3.4,9.3,0.0,0.0,2.5,       .,       .,       .,       .,       .,       .,       .
31,BU16800909,BU16800909,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
32,WK168011,WK168011,8.1,0.0,0.0,6.0,8.1,0.0,0.0,5.0,8.3,0.0,0.0,3.0,       .,       .,       .,       .,       .,       .,       .
33,BU16801100,BU16801100,8.1,0.0,0.0,6.0,8.1,0.0,0.0,5.0,8.3,0.0,0.0,3.0,       .,       .,       .,       .,       .,       .,       .
34,BU16801109,BU16801109,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
35,WK168012,WK168012,7.3,0.0,0.0,6.0,7.3,0.0,0.0,5.0,7.3,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
36,BU16801200,BU16801200,7.3,0.0,0.0,6.0,7.3,0.0,0.0,5.0,7.3,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
37,BU16801209,BU16801209,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
38,WK168013,WK168013,4.6,0.0,0.9,1.0,4.6,0.0,0.9,1.0,11.7,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
39,BU16801300,BU16801300,4.6,0.0,1.0,1.0,4.6,0.0,1.0,1.0,11.8,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
40,BU16801309,BU16801309,4.7,0.0,0.9,1.0,4.7,0.0,0.9,1.0,11.7,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
41,WK168014,WK168014,5.1,0.0,0.3,2.0,5.1,0.0,0.3,2.0,11.8,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
42,BU16801400,BU16801400,5.2,0.0,0.2,2.0,5.2,0.0,0.2,2.0,11.6,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
43,BU16801401,BU16801401,4.4,0.0,0.9,2.0,4.4,0.0,0.9,2.0,12.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
44,BU16801409,BU16801409,4.2,0.2,0.7,2.2,4.2,0.2,0.7,2.2,13.0,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
45,WK168015,WK168015,7.6,0.0,0.0,6.5,7.6,0.0,0.0,6.5,8.0,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
46,BU16801500,BU16801500,7.6,0.0,0.0,6.5,7.6,0.0,0.0,6.5,8.0,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
47,BU16801501,BU16801501,7.6,0.0,0.0,4.5,7.6,0.0,0.0,4.5,9.6,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
48,BU16801509,BU16801509,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
49,WK168016,WK168016,3.7,0.9,3.4,5.0,3.7,0.9,3.4,5.0,4.1,0.3,0.8,1.0,       .,       .,       .,       .,       .,       .,       .
50,BU16801600,BU16801600,3.5,1.0,3.7,5.0,3.5,1.0,3.7,5.0,3.9,0.3,0.8,1.0,       .,       .,       .,       .,       .,       .,       .
51,BU16801601,BU16801601,5.7,0.0,0.3,5.0,5.7,0.0,0.3,5.0,6.1,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
52,BU16801609,BU16801609,6.7,0.0,0.0,6.0,6.7,0.0,0.0,6.0,7.1,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
53,WK168017,WK168017,1.3,1.0,1.0,1.3,1.3,1.0,1.0,1.3,14.4,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
54,BU16801700,BU16801700,1.3,1.0,1.0,1.3,1.3,1.0,1.0,1.3,14.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
55,BU16801709,BU16801709,3.5,0.3,0.9,1.3,3.5,0.3,0.9,1.3,12.7,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
56,WK168018,WK168018,7.1,0.0,0.0,3.3,7.1,0.0,0.0,3.1,9.5,0.0,0.0,0.8,       .,       .,       .,       .,       .,       .,       .
57,BU16801800,BU16801800,7.1,0.0,0.0,1.3,7.1,0.0,0.0,1.3,10.3,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
58,BU16801801,BU16801801,6.4,0.0,0.0,2.0,6.4,0.0,0.0,2.0,10.4,0.0,0.0,0.3,       .,       .,       .,       .,       .,       .,       .
59,BU16801802,BU16801802,7.4,0.0,0.0,8.0,7.4,0.0,0.0,7.2,7.5,0.0,0.0,2.4,       .,       .,       .,       .,       .,       .,       .
60,BU16801809,BU16801809,7.4,0.0,0.0,4.5,7.4,0.0,0.0,4.3,9.2,0.0,0.0,1.1,       .,       .,       .,       .,       .,       .,       .
61,WK168019,WK168019,6.0,0.0,0.2,7.9,6.0,0.0,0.2,6.0,8.0,0.0,0.0,1.9,       .,       .,       .,       .,       .,       .,       .
62,BU16801900,BU16801900,5.8,0.0,0.1,8.7,5.8,0.0,0.1,6.7,7.8,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
63,BU16801901,BU16801901,4.1,0.0,1.0,8.0,4.1,0.0,1.0,6.0,6.1,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
64,BU16801902,BU16801902,5.0,0.0,0.6,8.0,5.0,0.0,0.6,6.0,7.0,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
65,BU16801903,BU16801903,3.2,0.3,2.2,8.0,3.2,0.3,1.9,6.0,5.2,0.0,0.3,2.0,       .,       .,       .,       .,       .,       .,       .
66,BU16801908,BU16801908,7.6,0.0,0.0,4.5,7.6,0.0,0.0,3.3,9.6,0.0,0.0,1.2,       .,       .,       .,       .,       .,       .,       .
67,BU16801909,BU16801909,6.7,0.1,0.4,5.5,6.7,0.1,0.3,4.2,8.5,0.0,0.1,1.4,       .,       .,       .,       .,       .,       .,       .
68,WK168020,WK168020,8.8,0.0,0.0,0.7,8.8,0.0,0.0,0.7,14.3,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
69,BU16802000,BU16802000,10.0,0.0,0.0,0.5,10.0,0.0,0.0,0.5,13.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
70,BU16802001,BU16802001,7.3,0.0,0.0,1.0,7.3,0.0,0.0,1.0,17.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
71,BU16802008,BU16802008,7.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,13.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
72,BU16802009,BU16802009,8.7,0.0,0.0,0.9,8.7,0.0,0.0,0.9,14.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
73,WK168021,WK168021,6.0,0.0,0.1,7.4,6.0,0.0,0.1,5.5,8.5,0.0,0.0,1.9,       .,       .,       .,       .,       .,       .,       .
74,BU16802100,BU16802100,5.6,0.0,0.0,8.0,5.6,0.0,0.0,6.0,8.2,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
75,BU16802101,BU16802101,7.0,0.0,0.0,6.1,7.0,0.0,0.0,4.4,9.6,0.0,0.0,1.8,       .,       .,       .,       .,       .,       .,       .
76,BU16802109,BU16802109,6.1,0.0,0.2,7.3,6.1,0.0,0.2,5.5,8.4,0.0,0.0,1.8,       .,       .,       .,       .,       .,       .,       .
77,GM0358,GM0358,2.5,0.9,2.8,12.9,2.5,0.9,2.8,10.7,6.2,0.0,0.4,5.6,       .,       .,       .,       .,       .,       .,       .
78,WK035800,WK035800,1.1,1.9,2.8,15.7,1.1,1.9,2.8,12.8,6.6,0.0,0.0,6.9,       .,       .,       .,       .,       .,       .,       .
79,BU03580000,BU03580000,1.6,2.0,2.3,16.1,1.6,2.0,2.3,13.1,7.2,0.0,0.0,7.1,       .,       .,       .,       .,       .,       .,       .
80,BU03580001,BU03580001,0.6,2.0,3.0,16.1,0.6,2.0,3.0,13.1,6.3,0.0,0.0,7.1,       .,       .,       .,       .,       .,       .,       .
81,BU03580004,BU03580004,1.2,2.0,3.2,15.4,1.2,2.0,3.1,12.4,5.9,0.0,0.0,6.9,       .,       .,       .,       .,       .,       .,       .
82,BU03580005,BU03580005,2.6,1.0,2.0,13.0,2.6,1.0,2.0,10.8,8.5,0.0,0.0,4.5,       .,       .,       .,       .,       .,       .,       .
83,WK035801,WK035801,3.8,0.1,2.3,6.3,3.8,0.1,2.3,5.3,7.2,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
84,BU03580100,BU03580100,3.8,0.1,2.3,6.3,3.8,0.1,2.3,5.3,7.2,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
85,WK035802,WK035802,3.2,0.4,3.3,15.0,3.2,0.4,3.1,12.8,4.7,0.0,1.2,7.6,       .,       .,       .,       .,       .,       .,       .
86,BU03580200,BU03580200,2.8,0.8,2.4,16.4,2.8,0.8,2.4,13.8,5.7,0.0,0.4,7.3,       .,       .,       .,       .,       .,       .,       .
87,BU03580201,BU03580201,2.1,1.4,3.0,12.9,2.1,1.4,3.0,10.6,5.5,0.0,0.1,5.5,       .,       .,       .,       .,       .,       .,       .
88,BU03580205,BU03580205,3.4,0.2,3.4,14.8,3.4,0.2,3.3,12.7,4.5,0.0,1.4,7.8,       .,       .,       .,       .,       .,       .,       .
89,BU03580206,BU03580206,3.8,0.0,3.5,20.5,3.8,0.0,2.8,17.3,3.9,0.0,2.6,12.1,       .,       .,       .,       .,       .,       .,       .
90,GM0197,GM0197,1.8,1.3,1.6,3.7,1.8,1.3,1.6,3.6,4.4,1.0,1.3,2.3,       .,       .,       .,       .,       .,       .,       .
91,WK019701,WK019701,3.7,0.5,1.6,3.7,3.7,0.5,1.6,3.6,3.9,0.5,1.5,2.9,       .,       .,       .,       .,       .,       .,       .
92,BU01970101,BU01970101,4.2,0.0,3.0,3.4,4.2,0.0,3.0,3.4,4.2,0.0,3.0,3.4,       .,       .,       .,       .,       .,       .,       .
93,BU01970102,BU01970102,3.4,0.2,2.1,3.9,3.4,0.2,2.1,3.9,3.4,0.2,2.1,3.5,       .,       .,       .,       .,       .,       .,       .
94,BU01970103,BU01970103,3.0,0.7,2.0,3.2,3.0,0.7,2.0,3.2,3.0,0.7,2.0,2.4,       .,       .,       .,       .,       .,       .,       .
95,BU01970104,BU01970104,4.1,0.1,1.1,3.0,4.1,0.1,1.1,3.0,5.5,0.0,0.6,2.0,       .,       .,       .,       .,       .,       .,       .
96,BU01970105,BU01970105,4.7,0.0,1.0,3.0,4.7,0.0,1.0,3.0,5.6,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
97,BU01970106,BU01970106,4.5,0.0,1.4,3.9,4.5,0.0,1.4,3.9,4.5,0.0,1.4,2.9,       .,       .,       .,       .,       .,       .,       .
98,BU01970107,BU01970107,2.3,1.6,2.0,3.8,2.3,1.6,2.0,3.8,2.3,1.6,2.0,2.9,       .,       .,       .,       .,       .,       .,       .
99,BU01970108,BU01970108,4.7,0.1,1.1,3.8,4.7,0.1,1.1,3.8,4.8,0.1,1.1,2.8,       .,       .,       .,       .,       .,       .,       .
100,BU01970109,BU01970109,3.9,0.0,1.5,3.0,3.9,0.0,1.5,3.0,3.9,0.0,1.5,3.0,       .,       .,       .,       .,       .,       .,       .
101,BU01970110,BU01970110,2.2,1.5,2.1,3.1,2.2,1.5,2.1,3.1,2.2,1.5,2.1,3.1,       .,       .,       .,       .,       .,       .,       .
102,BU01970111,BU01970111,4.3,0.2,1.3,4.6,4.3,0.2,1.3,4.4,4.3,0.2,1.3,3.2,       .,       .,       .,       .,       .,       .,       .
103,BU01970112,BU01970112,5.7,0.0,0.0,6.7,5.7,0.0,0.0,5.7,5.7,0.0,0.0,3.7,       .,       .,       .,       .,       .,       .,       .
104,WK019702,WK019702,4.3,0.1,1.9,6.5,4.3,0.1,1.9,6.0,4.3,0.1,1.9,4.0,       .,       .,       .,       .,       .,       .,       .
105,BU01970201,BU01970201,5.0,0.0,1.0,6.4,5.0,0.0,1.0,6.1,5.0,0.0,1.0,4.1,       .,       .,       .,       .,       .,       .,       .
106,BU01970202,BU01970202,3.1,0.5,2.0,5.5,3.1,0.5,2.0,5.5,3.1,0.5,2.0,4.0,       .,       .,       .,       .,       .,       .,       .
107,BU01970203,BU01970203,4.5,0.0,1.4,6.5,4.5,0.0,1.4,5.9,4.5,0.0,1.4,4.0,       .,       .,       .,       .,       .,       .,       .
108,BU01970204,BU01970204,4.3,0.0,2.0,6.7,4.3,0.0,2.0,6.0,4.3,0.0,2.0,4.0,       .,       .,       .,       .,       .,       .,       .
109,WK019703,WK019703,1.1,2.0,2.0,3.5,1.1,2.0,2.0,3.5,1.1,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
110,BU01970301,BU01970301,0.5,2.0,2.0,3.3,0.5,2.0,2.0,3.3,0.5,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
111,BU01970302,BU01970302,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
112,BU01970303,BU01970303,1.6,2.0,2.0,4.0,1.6,2.0,2.0,4.0,1.6,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
113,BU01970304,BU01970304,1.3,2.0,2.0,3.0,1.3,2.0,2.0,3.0,1.3,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
114,BU01970305,BU01970305,1.2,2.0,2.0,3.2,1.2,2.0,2.0,3.2,1.2,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
115,BU01970306,BU01970306,1.3,2.0,2.0,3.0,1.3,2.0,2.0,3.0,1.3,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
116,BU01970307,BU01970307,0.7,2.0,2.0,3.5,0.7,2.0,2.0,3.5,0.7,2.0,2.0,3.0,       .,       .,       .,       .,       .,       .,       .
117,WK019704,WK019704,1.5,0.9,1.0,3.3,1.5,0.9,1.0,3.3,9.8,0.0,0.0,0.6,       .,       .,       .,       .,       .,       .,       .
118,BU01970400,BU01970400,0.7,1.0,1.0,2.7,0.7,1.0,1.0,2.7,10.2,0.0,0.0,0.3,       .,       .,       .,       .,       .,       .,       .
119,BU01970401,BU01970401,1.0,1.0,1.0,3.5,1.0,1.0,1.0,3.5,10.0,0.0,0.0,0.5,       .,       .,       .,       .,       .,       .,       .
120,BU01970402,BU01970402,1.7,1.0,1.0,3.3,1.7,1.0,1.0,3.3,10.1,0.0,0.0,0.3,       .,       .,       .,       .,       .,       .,       .
121,BU01970403,BU01970403,3.8,0.0,1.0,5.2,3.8,0.0,1.0,5.2,7.8,0.0,0.0,2.2,       .,       .,       .,       .,       .,       .,       .
122,BU01970408,BU01970408,1.7,1.0,1.0,4.1,1.7,1.0,1.0,4.1,9.3,0.0,0.0,1.8,       .,       .,       .,       .,       .,       .,       .
123,BU01970409,BU01970409,4.1,0.2,0.8,4.4,4.1,0.2,0.8,4.4,7.4,0.0,0.0,2.2,       .,       .,       .,       .,       .,       .,       .
124,GM0059,GM0059,3.5,0.6,1.1,4.3,3.5,0.6,1.1,3.9,6.8,0.2,0.3,1.8,       .,       .,       .,       .,       .,       .,       .
125,WK005900,WK005900,3.9,1.0,1.5,5.3,3.9,1.0,1.5,4.7,4.1,0.5,0.7,2.8,       .,       .,       .,       .,       .,       .,       .
126,BU00590000,BU00590000,0.8,2.0,2.9,4.8,0.8,2.0,2.9,4.8,1.0,1.0,1.4,2.0,       .,       .,       .,       .,       .,       .,       .
127,BU00590001,BU00590001,5.0,0.0,0.5,7.5,5.0,0.0,0.5,5.7,5.4,0.0,0.1,5.5,       .,       .,       .,       .,       .,       .,       .
128,BU00590002,BU00590002,7.0,0.0,0.0,3.2,7.0,0.0,0.0,3.1,7.0,0.0,0.0,1.2,       .,       .,       .,       .,       .,       .,       .
129,BU00590003,BU00590003,8.2,0.0,0.0,7.1,8.2,0.0,0.0,4.2,8.4,0.0,0.0,6.0,       .,       .,       .,       .,       .,       .,       .
130,BU00590004,BU00590004,5.5,0.0,0.0,6.9,5.5,0.0,0.0,6.9,5.7,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
131,BU00590005,BU00590005,2.2,1.6,2.5,4.6,2.2,1.6,2.5,4.6,2.4,0.8,1.2,2.0,       .,       .,       .,       .,       .,       .,       .
132,BU00590006,BU00590006,4.7,0.0,1.1,5.0,4.7,0.0,1.1,4.4,5.2,0.0,0.4,3.0,       .,       .,       .,       .,       .,       .,       .
133,BU00590007,BU00590007,6.4,0.0,0.1,6.9,6.4,0.0,0.1,5.3,6.6,0.0,0.0,4.7,       .,       .,       .,       .,       .,       .,       .
134,BU00590008,BU00590008,6.7,0.0,0.0,7.8,6.8,0.0,0.0,5.2,6.9,0.0,0.0,6.2,       .,       .,       .,       .,       .,       .,       .
135,BU00590009,BU00590009,5.4,0.1,1.0,5.7,5.4,0.1,1.0,5.7,5.6,0.1,0.5,2.0,       .,       .,       .,       .,       .,       .,       .
136,WK005901,WK005901,5.9,0.0,0.1,4.0,5.9,0.0,0.1,4.0,7.3,0.0,0.1,1.4,       .,       .,       .,       .,       .,       .,       .
137,BU00590100,BU00590100,6.4,0.0,0.0,7.0,6.4,0.0,0.0,7.0,6.6,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
138,BU00590102,BU00590102,6.5,0.0,0.0,3.0,6.5,0.0,0.0,3.0,8.9,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
139,BU00590103,BU00590103,5.2,0.0,0.2,4.9,5.2,0.0,0.2,4.9,5.3,0.0,0.1,1.9,       .,       .,       .,       .,       .,       .,       .
140,BU00590107,BU00590107,6.6,0.0,0.0,6.6,6.6,0.0,0.0,6.6,6.7,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
141,BU00590108,BU00590108,6.2,0.0,0.0,2.2,6.2,0.0,0.0,2.2,9.1,0.0,0.0,0.7,       .,       .,       .,       .,       .,       .,       .
142,BU00590109,BU00590109,4.2,0.0,1.5,4.6,4.2,0.0,1.5,4.6,5.0,0.0,0.6,1.7,       .,       .,       .,       .,       .,       .,       .
143,WK005902,WK005902,2.4,0.5,1.0,3.4,2.4,0.5,1.0,3.1,9.3,0.0,0.0,0.9,       .,       .,       .,       .,       .,       .,       .
144,BU00590200,BU00590200,0.8,1.0,1.0,2.9,0.8,1.0,1.0,2.9,9.7,0.0,0.0,0.7,       .,       .,       .,       .,       .,       .,       .
145,BU00590201,BU00590201,3.6,0.1,1.0,2.3,3.6,0.1,1.0,2.2,9.6,0.0,0.0,0.8,       .,       .,       .,       .,       .,       .,       .
146,BU00590202,BU00590202,3.6,0.1,1.0,5.0,3.6,0.1,1.0,5.0,6.2,0.0,0.0,1.2,       .,       .,       .,       .,       .,       .,       .
147,BU00590203,BU00590203,4.1,0.0,1.0,7.8,4.1,0.0,1.0,4.8,8.6,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
148,BU00590206,BU00590206,2.0,0.9,1.0,2.3,2.0,0.9,1.0,1.9,10.2,0.0,0.0,0.4,       .,       .,       .,       .,       .,       .,       .
149,BU00590207,BU00590207,4.4,0.1,0.8,4.4,4.4,0.1,0.8,3.3,8.8,0.0,0.0,1.4,       .,       .,       .,       .,       .,       .,       .
150,BU00590208,BU00590208,3.6,0.4,0.8,4.1,3.6,0.4,0.8,4.1,7.6,0.0,0.0,1.1,       .,       .,       .,       .,       .,       .,       .
151,BU00590209,BU00590209,4.8,0.0,0.5,8.5,4.8,0.0,0.5,5.6,7.5,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
152,GM0482,GM0482,4.8,0.0,1.5,16.1,4.8,0.0,1.0,13.6,5.1,0.0,0.9,8.5,       .,       .,       .,       .,       .,       .,       .
153,WK048201,WK048201,4.3,0.0,2.5,18.3,4.3,0.0,1.6,15.4,4.6,0.0,1.5,9.9,       .,       .,       .,       .,       .,       .,       .
154,BU04820101,BU04820101,4.8,0.0,1.3,18.1,4.8,0.0,1.0,16.1,5.1,0.0,0.3,9.4,       .,       .,       .,       .,       .,       .,       .
155,BU04820102,BU04820102,4.5,0.0,2.4,17.4,4.5,0.0,1.7,14.9,4.8,0.0,1.4,9.4,       .,       .,       .,       .,       .,       .,       .
156,BU04820103,BU04820103,4.1,0.0,3.0,18.0,4.1,0.0,2.0,14.5,4.4,0.0,2.0,10.1,       .,       .,       .,       .,       .,       .,       .
157,BU04820104,BU04820104,3.7,0.0,3.0,20.3,3.7,0.0,2.0,16.4,4.0,0.0,2.0,11.0,       .,       .,       .,       .,       .,       .,       .
158,BU04820105,BU04820105,4.4,0.0,2.5,18.5,4.4,0.0,1.5,16.0,4.8,0.0,1.5,9.6,       .,       .,       .,       .,       .,       .,       .
159,WK048202,WK048202,6.1,0.0,0.0,12.9,6.1,0.0,0.0,10.9,6.4,0.0,0.0,6.9,       .,       .,       .,       .,       .,       .,       .
160,BU04820201,BU04820201,6.0,0.0,0.0,13.8,6.0,0.0,0.0,11.8,6.3,0.0,0.0,7.7,       .,       .,       .,       .,       .,       .,       .
161,BU04820202,BU04820202,6.2,0.0,0.0,12.7,6.2,0.0,0.0,10.7,6.5,0.0,0.0,6.8,       .,       .,       .,       .,       .,       .,       .
162,BU04820203,BU04820203,5.6,0.0,0.0,12.5,5.6,0.0,0.0,10.5,5.9,0.0,0.0,6.0,       .,       .,       .,       .,       .,       .,       .
163,BU04820204,BU04820204,5.2,0.0,0.4,17.8,5.2,0.0,0.4,15.8,5.5,0.0,0.0,9.4,       .,       .,       .,       .,       .,       .,       .
164,BU04820205,BU04820205,6.0,0.0,0.0,12.7,6.0,0.0,0.0,10.7,6.3,0.0,0.0,6.7,       .,       .,       .,       .,       .,       .,       .
165,BU04820206,BU04820206,6.2,0.0,0.0,13.0,6.2,0.0,0.0,11.0,6.5,0.0,0.0,7.0,       .,       .,       .,       .,       .,       .,       .
166,WK048203,WK048203,4.9,0.0,0.9,15.7,4.9,0.0,0.7,13.7,5.2,0.0,0.3,8.1,       .,       .,       .,       .,       .,       .,       .
