ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSchool_64,Within3Km_65,Within5Km_66,Within10Km_67,DistanceToSchool_68,Within3Km_69,Within5Km_70,Within10Km_71,DistanceToSchool_72,Within3Km_73,Within5Km_74,Within10Km_75,DistanceToPublicGreenTotal_76,DistanceToParkOrPublicGarden_77,DistanceToRecreationalTerrain_78,DistanceToForest_79,DistanceToOpenNatTerrainTotal_80,DistanceToOpenDryNaturalTerrain_81,DistanceToOpenWetNaturalTerrain_82
167,BU04820301,BU04820301,5.2,0.0,0.0,13.4,5.2,0.0,0.0,11.4,5.5,0.0,0.0,6.4,       .,       .,       .,       .,       .,       .,       .
168,BU04820302,BU04820302,5.0,0.0,0.5,14.8,5.0,0.0,0.5,12.8,5.3,0.0,0.0,7.5,       .,       .,       .,       .,       .,       .,       .
169,BU04820303,BU04820303,5.0,0.0,0.6,13.3,5.0,0.0,0.5,11.3,5.3,0.0,0.0,6.5,       .,       .,       .,       .,       .,       .,       .
170,BU04820304,BU04820304,4.7,0.0,1.6,15.8,4.7,0.0,1.0,13.8,5.0,0.0,0.6,8.6,       .,       .,       .,       .,       .,       .,       .
171,BU04820305,BU04820305,4.4,0.0,2.7,17.7,4.4,0.0,1.7,15.0,4.7,0.0,1.7,9.7,       .,       .,       .,       .,       .,       .,       .
172,BU04820306,BU04820306,4.7,0.0,1.3,17.1,4.7,0.0,1.0,15.1,5.1,0.0,0.3,9.1,       .,       .,       .,       .,       .,       .,       .
173,BU04820307,BU04820307,5.2,0.0,0.1,16.4,5.2,0.0,0.1,14.4,5.5,0.0,0.0,8.4,       .,       .,       .,       .,       .,       .,       .
174,WK048204,WK048204,4.1,0.0,2.9,16.9,4.1,0.0,1.9,13.7,4.4,0.0,1.9,9.1,       .,       .,       .,       .,       .,       .,       .
175,BU04820401,BU04820401,4.4,0.0,2.6,13.8,4.4,0.0,1.6,11.4,4.8,0.0,1.6,6.9,       .,       .,       .,       .,       .,       .,       .
176,BU04820402,BU04820402,4.0,0.0,3.0,17.5,4.0,0.0,2.0,13.9,4.4,0.0,2.0,9.9,       .,       .,       .,       .,       .,       .,       .
177,BU04820403,BU04820403,3.4,0.0,3.0,21.8,3.4,0.0,2.0,17.8,3.7,0.0,2.0,11.0,       .,       .,       .,       .,       .,       .,       .
178,BU04820404,BU04820404,4.2,0.0,3.0,18.3,4.2,0.0,2.0,15.0,4.5,0.0,2.0,10.3,       .,       .,       .,       .,       .,       .,       .
179,WK048205,WK048205,3.6,0.0,3.0,21.1,3.6,0.0,2.0,17.1,3.9,0.0,2.0,11.0,       .,       .,       .,       .,       .,       .,       .
180,BU04820501,BU04820501,3.6,0.0,3.0,21.1,3.6,0.0,2.0,17.1,3.9,0.0,2.0,11.0,       .,       .,       .,       .,       .,       .,       .
181,BU04820502,BU04820502,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
182,BU04820503,BU04820503,3.6,0.0,3.0,21.0,3.6,0.0,2.0,17.0,3.9,0.0,2.0,11.0,       .,       .,       .,       .,       .,       .,       .
183,WK048206,WK048206,4.0,0.0,2.3,17.7,4.0,0.0,1.5,14.3,4.3,0.0,1.5,8.8,       .,       .,       .,       .,       .,       .,       .
184,BU04820601,BU04820601,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
185,BU04820602,BU04820602,4.8,0.0,1.1,9.8,4.8,0.0,0.8,7.6,5.1,0.0,0.5,4.9,       .,       .,       .,       .,       .,       .,       .
186,BU04820603,BU04820603,4.9,0.0,1.0,10.0,4.9,0.0,0.6,7.5,5.2,0.0,0.6,5.3,       .,       .,       .,       .,       .,       .,       .
187,BU04820604,BU04820604,3.3,0.0,3.1,22.4,3.3,0.0,2.0,18.4,3.6,0.0,2.1,11.0,       .,       .,       .,       .,       .,       .,       .
188,GM0613,GM0613,3.8,0.3,4.5,36.7,3.8,0.3,4.0,31.0,4.0,0.1,1.9,15.9,       .,       .,       .,       .,       .,       .,       .
189,WK061301,WK061301,3.7,0.0,3.0,27.4,3.7,0.0,3.0,24.3,3.8,0.0,1.0,11.9,       .,       .,       .,       .,       .,       .,       .
190,BU06130101,BU06130101,3.7,0.0,3.0,26.7,3.7,0.0,3.0,23.6,3.8,0.0,1.0,11.6,       .,       .,       .,       .,       .,       .,       .
191,BU06130102,BU06130102,3.8,0.0,3.0,30.5,3.8,0.0,3.0,27.3,3.9,0.0,1.0,12.6,       .,       .,       .,       .,       .,       .,       .
192,BU06130103,BU06130103,4.6,0.0,2.8,35.4,4.6,0.0,2.8,31.2,4.8,0.0,0.8,15.3,       .,       .,       .,       .,       .,       .,       .
193,BU06130104,BU06130104,4.1,0.0,1.8,36.5,4.1,0.0,1.8,31.8,5.0,0.0,0.3,15.6,       .,       .,       .,       .,       .,       .,       .
194,WK061302,WK061302,4.6,0.0,2.2,37.6,4.6,0.0,2.2,32.7,4.9,0.0,0.7,16.3,       .,       .,       .,       .,       .,       .,       .
195,BU06130205,BU06130205,4.6,0.0,2.2,37.5,4.6,0.0,2.2,32.7,5.0,0.0,0.7,16.2,       .,       .,       .,       .,       .,       .,       .
196,BU06130207,BU06130207,4.1,0.0,1.8,44.1,4.1,0.0,1.8,36.2,4.8,0.0,0.6,19.7,       .,       .,       .,       .,       .,       .,       .
197,WK061303,WK061303,3.5,0.3,2.8,25.1,3.5,0.3,2.8,22.2,3.6,0.1,1.0,10.9,       .,       .,       .,       .,       .,       .,       .
198,BU06130308,BU06130308,3.1,0.5,3.0,25.0,3.1,0.5,3.0,22.0,3.2,0.1,1.0,11.0,       .,       .,       .,       .,       .,       .,       .
199,BU06130309,BU06130309,3.6,0.0,3.0,25.2,3.6,0.0,3.0,22.2,3.7,0.0,1.0,11.1,       .,       .,       .,       .,       .,       .,       .
200,BU06130310,BU06130310,2.9,1.4,3.0,24.5,2.9,1.4,3.0,21.8,2.9,0.6,1.0,10.5,       .,       .,       .,       .,       .,       .,       .
201,BU06130311,BU06130311,3.8,0.0,2.7,25.5,3.8,0.0,2.7,22.5,3.9,0.0,1.0,11.1,       .,       .,       .,       .,       .,       .,       .
202,BU06130312,BU06130312,3.7,0.2,2.3,24.2,3.7,0.2,2.3,21.6,3.8,0.1,1.0,10.2,       .,       .,       .,       .,       .,       .,       .
203,BU06130313,BU06130313,4.7,0.0,1.5,30.8,4.7,0.0,1.5,27.6,4.8,0.0,0.7,13.6,       .,       .,       .,       .,       .,       .,       .
204,WK061304,WK061304,4.5,0.0,1.7,41.5,4.5,0.0,1.7,35.7,5.0,0.0,0.6,18.0,       .,       .,       .,       .,       .,       .,       .
205,BU06130414,BU06130414,4.6,0.0,1.7,38.8,4.6,0.0,1.7,33.7,5.0,0.0,0.6,16.9,       .,       .,       .,       .,       .,       .,       .
206,BU06130415,BU06130415,4.2,0.0,2.4,48.2,4.2,0.0,2.4,40.2,4.7,0.0,1.0,20.8,       .,       .,       .,       .,       .,       .,       .
207,BU06130416,BU06130416,3.9,0.0,3.9,49.9,3.9,0.0,3.9,40.6,4.4,0.0,1.6,21.3,       .,       .,       .,       .,       .,       .,       .
208,BU06130417,BU06130417,4.7,0.0,1.2,38.0,4.7,0.0,1.2,33.4,5.2,0.0,0.2,16.7,       .,       .,       .,       .,       .,       .,       .
209,BU06130418,BU06130418,4.4,0.0,1.7,43.7,4.4,0.0,1.7,37.3,4.9,0.0,0.7,18.4,       .,       .,       .,       .,       .,       .,       .
210,BU06130419,BU06130419,4.9,0.0,0.8,36.4,4.9,0.0,0.8,32.4,5.4,0.0,0.0,16.0,       .,       .,       .,       .,       .,       .,       .
211,BU06130420,BU06130420,4.2,0.0,2.4,41.4,4.2,0.0,2.4,33.7,4.7,0.0,0.8,18.3,       .,       .,       .,       .,       .,       .,       .
212,WK061305,WK061305,5.0,0.0,1.5,30.1,5.0,0.0,1.5,26.4,5.2,0.0,0.9,12.5,       .,       .,       .,       .,       .,       .,       .
213,BU06130521,BU06130521,5.1,0.2,1.4,30.4,5.1,0.2,1.1,26.5,5.1,0.1,0.6,13.0,       .,       .,       .,       .,       .,       .,       .
214,BU06130522,BU06130522,5.0,0.0,1.5,30.1,5.0,0.0,1.5,26.4,5.3,0.0,1.0,12.5,       .,       .,       .,       .,       .,       .,       .
215,WK061306,WK061306,3.2,0.7,9.9,46.3,3.2,0.7,8.0,36.9,3.3,0.3,4.7,20.1,       .,       .,       .,       .,       .,       .,       .
216,BU06130623,BU06130623,2.8,1.3,12.9,52.0,2.8,1.3,10.3,40.0,2.9,0.6,5.9,22.9,       .,       .,       .,       .,       .,       .,       .
217,BU06130624,BU06130624,2.9,1.1,12.2,51.1,2.9,1.1,9.8,39.3,3.0,0.4,5.4,22.7,       .,       .,       .,       .,       .,       .,       .
218,BU06130625,BU06130625,3.4,0.0,7.9,41.8,3.4,0.0,6.0,34.1,3.5,0.0,4.2,16.8,       .,       .,       .,       .,       .,       .,       .
219,BU06130626,BU06130626,3.6,0.0,6.7,40.2,3.6,0.0,5.6,33.5,3.7,0.0,3.5,16.9,       .,       .,       .,       .,       .,       .,       .
220,WK061307,WK061307,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
221,BU06130706,BU06130706,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
222,GM0361,GM0361,2.2,4.8,9.9,20.4,2.3,3.8,8.4,17.9,2.4,2.0,3.9,8.6,       .,       .,       .,       .,       .,       .,       .
223,WK036101,WK036101,0.7,5.8,12.4,20.1,1.2,3.8,10.4,17.9,0.8,2.5,4.5,8.7,       .,       .,       .,       .,       .,       .,       .
224,BU03610100,BU03610100,0.9,3.0,12.0,18.1,0.9,1.0,10.0,16.1,1.2,2.0,4.0,8.2,       .,       .,       .,       .,       .,       .,       .
225,BU03610101,BU03610101,0.5,3.0,12.0,19.4,0.6,1.0,10.0,17.4,0.8,2.0,4.0,8.6,       .,       .,       .,       .,       .,       .,       .
226,BU03610102,BU03610102,0.5,7.4,12.6,23.1,0.8,5.4,10.6,20.5,0.5,2.2,4.6,9.6,       .,       .,       .,       .,       .,       .,       .
227,BU03610103,BU03610103,0.4,4.2,12.0,20.6,0.7,2.2,10.0,18.6,0.4,2.0,4.0,9.0,       .,       .,       .,       .,       .,       .,       .
228,BU03610104,BU03610104,0.5,6.1,12.4,20.2,1.1,4.1,10.4,18.1,0.5,2.6,4.4,8.6,       .,       .,       .,       .,       .,       .,       .
229,BU03610105,BU03610105,0.7,9.3,13.0,21.4,1.7,7.3,11.0,19.3,0.7,3.4,5.0,9.0,       .,       .,       .,       .,       .,       .,       .
230,BU03610106,BU03610106,1.3,4.2,12.0,17.7,1.6,2.2,10.0,15.7,1.3,2.4,4.0,8.2,       .,       .,       .,       .,       .,       .,       .
231,BU03610107,BU03610107,1.1,5.8,12.0,17.7,1.9,3.8,10.0,15.7,1.1,3.0,4.0,8.0,       .,       .,       .,       .,       .,       .,       .
232,BU03610108,BU03610108,0.4,10.3,13.6,21.8,1.5,8.3,11.6,19.6,0.4,3.6,6.0,9.2,       .,       .,       .,       .,       .,       .,       .
233,BU03610109,BU03610109,0.9,3.9,12.0,18.4,1.1,1.9,10.0,16.3,0.9,2.0,4.0,8.3,       .,       .,       .,       .,       .,       .,       .
234,WK036102,WK036102,2.2,5.3,11.6,24.0,2.3,4.1,9.6,21.0,2.6,1.5,4.8,10.0,       .,       .,       .,       .,       .,       .,       .
235,BU03610200,BU03610200,1.3,8.9,12.0,24.0,1.3,6.9,10.0,21.0,1.8,3.1,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
236,BU03610201,BU03610201,2.5,2.2,11.6,24.0,2.5,2.1,9.6,21.0,3.3,0.0,4.7,10.0,       .,       .,       .,       .,       .,       .,       .
237,BU03610202,BU03610202,2.7,2.9,12.0,24.0,2.7,2.6,10.0,21.0,3.2,0.4,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
238,BU03610203,BU03610203,2.2,6.7,11.6,24.0,2.4,4.9,9.6,21.0,2.2,2.1,4.8,10.0,       .,       .,       .,       .,       .,       .,       .
239,BU03610204,BU03610204,2.4,6.4,11.8,24.0,2.7,4.4,9.8,21.0,2.4,2.0,4.8,10.0,       .,       .,       .,       .,       .,       .,       .
240,BU03610205,BU03610205,2.5,6.9,12.0,24.0,2.7,4.9,10.0,21.0,2.5,2.0,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
241,BU03610206,BU03610206,2.7,5.1,12.0,24.0,2.7,3.4,10.0,21.0,2.8,1.8,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
242,BU03610208,BU03610208,2.0,4.2,9.9,23.9,2.0,4.2,8.1,20.9,2.8,0.9,4.0,9.9,       .,       .,       .,       .,       .,       .,       .
243,BU03610209,BU03610209,2.8,1.5,11.3,22.6,2.8,1.5,10.6,19.6,3.6,0.0,3.2,9.1,       .,       .,       .,       .,       .,       .,       .
244,WK036103,WK036103,0.9,3.6,11.6,21.7,1.0,1.8,9.6,19.4,1.4,1.9,4.1,9.1,       .,       .,       .,       .,       .,       .,       .
245,BU03610300,BU03610300,1.3,5.2,11.5,22.7,1.4,3.2,9.5,20.3,1.3,2.0,4.4,9.5,       .,       .,       .,       .,       .,       .,       .
246,BU03610301,BU03610301,0.7,2.8,11.3,22.3,0.7,1.1,9.3,20.0,1.3,1.7,3.9,9.3,       .,       .,       .,       .,       .,       .,       .
247,BU03610302,BU03610302,0.8,2.8,11.8,21.5,0.8,1.0,9.8,19.3,1.5,1.8,4.0,9.2,       .,       .,       .,       .,       .,       .,       .
248,BU03610303,BU03610303,0.7,2.9,12.0,19.2,0.7,1.0,10.0,17.2,1.3,1.9,4.0,8.2,       .,       .,       .,       .,       .,       .,       .
249,BU03610308,BU03610308,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
250,BU03610309,BU03610309,2.1,2.0,6.4,20.7,2.1,1.0,4.4,18.7,2.8,1.0,2.0,8.3,       .,       .,       .,       .,       .,       .,       .
251,WK036104,WK036104,1.0,5.6,13.6,18.2,1.1,3.7,11.6,16.2,1.2,3.2,5.8,8.1,       .,       .,       .,       .,       .,       .,       .
252,BU03610400,BU03610400,1.5,4.5,12.2,17.0,1.5,2.6,10.2,15.0,1.7,2.9,4.2,8.0,       .,       .,       .,       .,       .,       .,       .
253,BU03610401,BU03610401,0.7,4.4,13.4,17.4,0.7,2.4,11.4,15.4,1.0,2.9,5.6,8.0,       .,       .,       .,       .,       .,       .,       .
254,BU03610402,BU03610402,0.7,7.6,15.0,19.7,0.7,5.6,13.0,17.7,0.7,3.6,7.0,8.3,       .,       .,       .,       .,       .,       .,       .
255,BU03610403,BU03610403,1.0,8.7,14.6,20.4,1.1,6.7,12.6,18.4,1.0,4.0,6.9,8.5,       .,       .,       .,       .,       .,       .,       .
256,BU03610404,BU03610404,1.3,5.7,14.7,18.3,1.3,3.8,12.7,16.3,1.3,3.4,6.9,8.0,       .,       .,       .,       .,       .,       .,       .
257,BU03610409,BU03610409,0.6,4.7,15.0,20.8,0.6,3.7,13.0,18.8,1.6,3.0,7.1,8.6,       .,       .,       .,       .,       .,       .,       .
258,WK036105,WK036105,0.8,8.5,12.0,24.0,0.8,7.2,10.0,21.0,1.3,3.4,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
259,BU03610500,BU03610500,0.6,9.1,12.0,24.0,0.6,7.4,10.0,21.0,1.2,3.6,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
260,BU03610501,BU03610501,0.7,10.0,12.0,24.0,0.7,8.0,10.0,21.0,0.7,5.0,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
261,BU03610502,BU03610502,0.7,8.3,12.0,24.0,0.7,7.0,10.0,21.0,1.3,3.3,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
262,BU03610503,BU03610503,1.0,7.3,12.0,24.0,1.0,7.0,10.0,21.0,1.6,2.3,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
263,WK036106,WK036106,1.0,5.4,10.0,24.0,1.0,5.2,8.6,21.0,1.0,2.0,4.1,10.0,       .,       .,       .,       .,       .,       .,       .
264,BU03610600,BU03610600,0.8,7.4,11.9,24.0,0.8,6.9,9.9,21.0,0.8,2.6,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
265,BU03610601,BU03610601,0.9,2.6,7.8,23.9,0.9,2.6,7.2,20.9,0.9,1.6,2.8,10.0,       .,       .,       .,       .,       .,       .,       .
266,BU03610602,BU03610602,1.2,3.2,8.4,24.0,1.2,3.2,7.8,21.0,1.2,1.6,3.0,10.0,       .,       .,       .,       .,       .,       .,       .
267,BU03610603,BU03610603,1.3,6.9,11.3,24.0,1.3,6.9,9.3,21.0,1.3,2.0,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
268,BU03610604,BU03610604,0.5,6.4,10.3,24.0,0.5,6.4,8.4,21.0,0.5,2.0,4.8,10.0,       .,       .,       .,       .,       .,       .,       .
269,WK036107,WK036107,2.2,1.0,6.7,22.6,2.2,1.0,6.6,19.6,2.2,1.0,2.0,9.5,       .,       .,       .,       .,       .,       .,       .
270,BU03610700,BU03610700,2.0,1.0,8.0,23.2,2.0,1.0,8.0,20.2,2.0,1.0,2.0,9.9,       .,       .,       .,       .,       .,       .,       .
271,BU03610701,BU03610701,1.6,1.0,7.1,22.9,1.6,1.0,7.1,19.9,1.6,1.0,2.0,9.7,       .,       .,       .,       .,       .,       .,       .
272,BU03610702,BU03610702,2.6,1.0,5.7,23.0,2.6,1.0,5.5,20.0,2.6,1.0,2.2,9.6,       .,       .,       .,       .,       .,       .,       .
273,BU03610703,BU03610703,2.2,1.0,5.5,22.0,2.2,1.0,5.5,19.0,2.2,1.0,2.0,9.0,       .,       .,       .,       .,       .,       .,       .
274,BU03610704,BU03610704,2.5,1.0,6.8,22.0,2.5,1.0,6.8,19.0,2.5,1.0,2.0,9.0,       .,       .,       .,       .,       .,       .,       .
275,BU03610709,BU03610709,3.5,0.1,3.4,19.6,3.5,0.1,3.4,16.6,4.2,0.0,1.2,7.6,       .,       .,       .,       .,       .,       .,       .
276,WK036108,WK036108,0.8,10.4,12.5,23.9,1.5,8.4,10.5,21.0,0.9,3.7,5.2,10.0,       .,       .,       .,       .,       .,       .,       .
277,BU03610800,BU03610800,0.7,11.0,12.7,24.0,1.6,9.0,10.7,21.0,0.7,4.0,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
278,BU03610801,BU03610801,1.0,9.4,12.1,24.0,1.4,7.4,10.1,21.0,1.0,3.2,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
279,BU03610802,BU03610802,0.7,11.0,12.7,23.8,1.5,9.0,10.7,20.9,0.7,4.0,5.6,9.9,       .,       .,       .,       .,       .,       .,       .
280,BU03610803,BU03610803,1.1,10.7,12.0,24.0,1.3,8.7,10.0,21.0,1.4,3.7,5.0,10.0,       .,       .,       .,       .,       .,       .,       .
281,WK036109,WK036109,8.2,0.0,0.3,10.2,8.2,0.0,0.2,8.5,8.2,0.0,0.2,4.0,       .,       .,       .,       .,       .,       .,       .
282,BU03610900,BU03610900,4.7,0.0,1.6,17.5,4.7,0.0,1.0,14.7,4.8,0.0,1.3,6.3,       .,       .,       .,       .,       .,       .,       .
283,BU03610901,BU03610901,6.4,0.0,0.1,8.7,6.4,0.0,0.0,7.7,6.4,0.0,0.1,2.0,       .,       .,       .,       .,       .,       .,       .
284,BU03610902,BU03610902,6.7,0.0,0.3,18.1,6.7,0.0,0.2,15.1,6.7,0.0,0.1,7.1,       .,       .,       .,       .,       .,       .,       .
285,BU03610903,BU03610903,9.8,0.0,0.0,1.3,9.8,0.0,0.0,0.9,9.8,0.0,0.0,1.2,       .,       .,       .,       .,       .,       .,       .
286,BU03610904,BU03610904,8.3,0.0,0.0,9.4,8.3,0.0,0.0,7.7,8.4,0.0,0.0,3.5,       .,       .,       .,       .,       .,       .,       .
287,BU03610905,BU03610905,10.9,0.0,0.0,0.7,10.9,0.0,0.0,0.4,11.0,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
288,BU03610906,BU03610906,12.0,0.0,0.0,0.1,12.0,0.0,0.0,0.1,12.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
289,WK036110,WK036110,10.5,0.0,0.0,0.5,10.6,0.0,0.0,0.3,11.1,0.0,0.0,0.3,       .,       .,       .,       .,       .,       .,       .
290,BU03611000,BU03611000,13.1,0.0,0.0,0.0,13.1,0.0,0.0,0.0,13.4,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
291,BU03611001,BU03611001,10.4,0.0,0.0,0.3,10.5,0.0,0.0,0.0,10.4,0.0,0.0,0.3,       .,       .,       .,       .,       .,       .,       .
292,BU03611002,BU03611002,11.6,0.0,0.0,0.0,11.6,0.0,0.0,0.0,12.2,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
293,BU03611003,BU03611003,10.7,0.0,0.0,0.0,10.7,0.0,0.0,0.0,11.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
294,BU03611004,BU03611004,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
295,BU03611005,BU03611005,8.6,0.0,0.0,4.5,8.8,0.0,0.0,2.6,8.6,0.0,0.0,2.0,       .,       .,       .,       .,       .,       .,       .
296,BU03611006,BU03611006,5.8,0.0,0.0,6.9,5.9,0.0,0.0,4.0,5.8,0.0,0.0,3.9,       .,       .,       .,       .,       .,       .,       .
297,WK036111,WK036111,1.8,5.1,10.0,24.0,1.8,5.1,8.6,21.0,1.9,1.8,3.9,10.0,       .,       .,       .,       .,       .,       .,       .
298,BU03611100,BU03611100,1.7,6.0,10.7,24.0,1.7,6.0,8.7,21.0,1.9,2.0,4.6,10.0,       .,       .,       .,       .,       .,       .,       .
299,BU03611101,BU03611101,1.9,3.6,8.9,23.9,1.9,3.6,8.4,20.9,1.9,1.4,2.7,10.0,       .,       .,       .,       .,       .,       .,       .
300,GM0141,GM0141,1.5,4.6,9.0,12.3,1.5,4.2,8.1,11.3,2.2,1.9,3.7,5.0,       .,       .,       .,       .,       .,       .,       .
301,WK014110,WK014110,1.1,8.8,10.6,12.0,1.1,7.9,9.6,11.0,1.1,3.3,4.6,5.0,       .,       .,       .,       .,       .,       .,       .
302,BU01411000,BU01411000,0.9,9.0,10.6,12.0,0.9,8.0,9.6,11.0,0.9,3.4,4.6,5.0,       .,       .,       .,       .,       .,       .,       .
303,BU01411001,BU01411001,1.7,8.1,10.6,12.0,1.7,7.3,9.6,11.0,1.7,2.7,4.6,5.0,       .,       .,       .,       .,       .,       .,       .
304,BU01411002,BU01411002,1.6,9.0,11.0,12.0,1.6,8.0,10.0,11.0,1.6,3.0,5.0,5.0,       .,       .,       .,       .,       .,       .,       .
305,BU01411003,BU01411003,0.5,9.3,10.3,12.0,0.5,8.3,9.3,11.0,0.5,4.0,4.3,5.0,       .,       .,       .,       .,       .,       .,       .
306,WK014111,WK014111,1.7,4.0,10.0,12.7,1.7,3.6,9.0,11.7,2.6,1.2,4.1,5.0,       .,       .,       .,       .,       .,       .,       .
307,BU01411100,BU01411100,1.7,5.6,10.0,12.8,1.7,4.9,9.0,11.8,2.4,1.5,4.0,5.0,       .,       .,       .,       .,       .,       .,       .
308,BU01411101,BU01411101,2.0,2.8,10.0,13.0,2.0,2.8,9.0,12.0,2.8,0.8,4.0,5.0,       .,       .,       .,       .,       .,       .,       .
309,BU01411102,BU01411102,1.7,8.4,10.6,12.0,1.7,7.4,9.6,11.0,2.0,2.6,4.6,5.0,       .,       .,       .,       .,       .,       .,       .
310,BU01411103,BU01411103,1.6,1.7,10.0,13.0,1.6,1.7,9.0,12.0,3.0,0.5,4.0,5.0,       .,       .,       .,       .,       .,       .,       .
311,BU01411104,BU01411104,1.4,3.8,10.0,12.4,1.4,3.2,9.0,11.4,2.5,1.3,4.0,5.0,       .,       .,       .,       .,       .,       .,       .
312,BU01411105,BU01411105,2.9,0.9,7.7,12.0,2.9,0.9,6.8,11.0,4.0,0.0,1.9,5.0,       .,       .,       .,       .,       .,       .,       .
313,BU01411109,BU01411109,3.5,0.3,4.2,12.8,3.5,0.3,3.9,11.8,4.6,0.0,1.3,5.0,       .,       .,       .,       .,       .,       .,       .
314,WK014112,WK014112,0.6,8.5,10.1,12.2,0.6,7.5,9.1,11.2,0.7,3.7,4.1,5.0,       .,       .,       .,       .,       .,       .,       .
315,BU01411200,BU01411200,0.4,8.9,10.0,12.4,0.4,7.9,9.0,11.4,0.5,3.9,4.0,5.0,       .,       .,       .,       .,       .,       .,       .
316,BU01411201,BU01411201,0.4,8.9,10.0,12.5,0.4,7.9,9.0,11.5,0.5,3.9,4.0,5.0,       .,       .,       .,       .,       .,       .,       .
317,BU01411202,BU01411202,0.6,8.7,10.0,12.0,0.6,7.7,9.0,11.0,0.6,3.7,4.0,5.0,       .,       .,       .,       .,       .,       .,       .
