ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSemiPublicGreenTotal_83,DistanceToSportsArea_84,DistanceToAllotmentGarden_85,DistanceToRecreationalArea_86,DistanceToCemetery_87,DistanceToRecreationalInlandWaters_88,DistanceToMainRoadEntrance_89,DistanceToTrainStationAllTypes_90,DistanceToImportantTransferStation_91,DistanceToLibrary_92,DistanceToSwimmingPool_93,DistanceToArtificialIceSkatingRink_94,DistanceToMuseum_95,Within5Km_96,Within10Km_97,Within20Km_98
1260,BU0363BB03,BU0363BB03,       .,       .,       .,       .,       .,       .,2.9,3.9,3.9,1.8,3.2,9.1,1.9,16.0,47.0,66.0
1261,BU0363BB04,BU0363BB04,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1262,BU0363BB05,BU0363BB05,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1263,BU0363BB06,BU0363BB06,       .,       .,       .,       .,       .,       .,2.5,3.2,3.2,1.1,2.5,8.3,1.2,26.4,47.0,67.0
1264,BU0363BB07,BU0363BB07,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1265,BU0363BB08,BU0363BB08,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1266,WK0363EA,WK0363EA,       .,       .,       .,       .,       .,       .,0.7,2.1,2.1,1.8,2.5,9.6,2.9,18.4,46.2,68.4
1267,BU0363EA01,BU0363EA01,       .,       .,       .,       .,       .,       .,0.8,1.7,1.7,2.5,3.5,9.9,2.3,7.7,45.7,68.2
1268,BU0363EA02,BU0363EA02,       .,       .,       .,       .,       .,       .,0.6,1.6,1.6,2.5,3.4,9.8,2.2,8.3,46.2,69.0
1269,BU0363EA03,BU0363EA03,       .,       .,       .,       .,       .,       .,0.7,2.2,2.2,1.7,2.4,9.5,3.0,19.8,46.3,68.4
1270,WK0363EB,WK0363EB,       .,       .,       .,       .,       .,       .,2.6,2.6,2.6,0.7,1.8,7.6,0.7,37.6,47.0,66.9
1271,BU0363EB01,BU0363EB01,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1272,BU0363EB02,BU0363EB02,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1273,BU0363EB03,BU0363EB03,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1274,BU0363EB04,BU0363EB04,       .,       .,       .,       .,       .,       .,2.1,3.0,3.0,0.8,2.1,8.1,0.5,33.6,47.0,67.0
1275,BU0363EB05,BU0363EB05,       .,       .,       .,       .,       .,       .,2.3,2.8,2.8,0.5,1.9,7.8,0.4,37.0,47.0,67.0
1276,BU0363EB06,BU0363EB06,       .,       .,       .,       .,       .,       .,2.6,2.8,2.8,0.4,1.8,7.8,0.4,37.3,47.0,67.0
1277,BU0363EB07,BU0363EB07,       .,       .,       .,       .,       .,       .,2.7,2.4,2.4,0.6,1.7,7.6,0.7,37.6,47.0,66.8
1278,BU0363EB08,BU0363EB08,       .,       .,       .,       .,       .,       .,3.2,2.0,2.0,1.2,1.6,7.2,1.4,40.8,47.0,66.6
1279,BU0363EB09,BU0363EB09,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1280,BU0363EB10,BU0363EB10,       .,       .,       .,       .,       .,       .,2.8,2.5,2.5,0.3,1.4,7.3,0.8,39.9,47.0,66.7
1281,WK0363EC,WK0363EC,       .,       .,       .,       .,       .,       .,2.7,2.6,2.6,1.2,2.2,7.9,1.3,34.8,47.0,66.7
1282,BU0363EC01,BU0363EC01,       .,       .,       .,       .,       .,       .,2.6,2.8,2.8,1.1,2.2,8.0,1.2,33.9,47.0,66.7
1283,BU0363EC02,BU0363EC02,       .,       .,       .,       .,       .,       .,3.3,1.9,1.9,1.4,1.9,7.1,1.5,40.1,47.0,66.6
1284,WK0363ED,WK0363ED,       .,       .,       .,       .,       .,       .,0.5,2.8,3.1,1.1,1.3,10.0,1.8,19.9,46.6,67.5
1285,BU0363ED01,BU0363ED01,       .,       .,       .,       .,       .,       .,0.6,2.9,2.9,1.0,1.6,10.1,1.9,19.0,46.1,67.4
1286,BU0363ED02,BU0363ED02,       .,       .,       .,       .,       .,       .,0.4,2.8,2.8,0.9,1.4,10.1,1.7,19.4,46.5,67.0
1287,BU0363ED03,BU0363ED03,       .,       .,       .,       .,       .,       .,0.6,2.7,3.7,1.5,1.1,10.1,1.3,17.9,46.5,67.1
1288,BU0363ED04,BU0363ED04,       .,       .,       .,       .,       .,       .,0.6,2.9,3.0,0.8,0.7,9.5,2.1,25.1,48.0,69.0
1289,WK0363EE,WK0363EE,       .,       .,       .,       .,       .,       .,1.0,2.8,2.8,1.2,1.7,9.0,2.4,28.0,48.1,69.0
1290,BU0363EE01,BU0363EE01,       .,       .,       .,       .,       .,       .,0.7,2.6,2.6,0.8,1.5,9.6,2.5,24.6,47.2,68.9
1291,BU0363EE02,BU0363EE02,       .,       .,       .,       .,       .,       .,0.8,2.4,2.4,1.4,2.1,9.1,2.9,25.5,47.7,69.0
1292,BU0363EE03,BU0363EE03,       .,       .,       .,       .,       .,       .,1.1,2.7,2.7,1.5,2.1,8.6,2.5,28.8,48.0,69.0
1293,BU0363EE04,BU0363EE04,       .,       .,       .,       .,       .,       .,1.2,2.8,2.8,1.2,1.7,8.9,2.4,27.9,48.7,69.0
1294,BU0363EE05,BU0363EE05,       .,       .,       .,       .,       .,       .,1.2,3.0,3.0,1.2,1.4,8.7,2.2,29.9,49.0,69.0
1295,BU0363EE06,BU0363EE06,       .,       .,       .,       .,       .,       .,1.4,3.2,3.2,1.4,1.5,8.5,2.0,34.3,49.0,69.0
1296,WK0363EF,WK0363EF,       .,       .,       .,       .,       .,       .,0.7,2.9,3.0,0.8,1.0,9.3,2.3,26.3,48.2,69.0
1297,BU0363EF01,BU0363EF01,       .,       .,       .,       .,       .,       .,0.6,2.8,3.2,0.6,0.5,9.2,1.9,26.8,48.4,69.0
1298,BU0363EF02,BU0363EF02,       .,       .,       .,       .,       .,       .,0.8,2.9,2.9,0.9,1.2,9.3,2.4,26.1,48.2,69.0
1299,WK0363EG,WK0363EG,       .,       .,       .,       .,       .,       .,1.9,3.3,3.3,0.9,1.3,7.9,1.6,38.6,47.8,68.1
1300,BU0363EG01,BU0363EG01,       .,       .,       .,       .,       .,       .,1.7,3.3,3.3,1.2,1.8,8.6,2.3,30.5,47.0,68.2
1301,BU0363EG02,BU0363EG02,       .,       .,       .,       .,       .,       .,1.9,3.2,3.2,0.7,1.3,8.0,1.8,37.8,47.0,68.2
1302,BU0363EG03,BU0363EG03,       .,       .,       .,       .,       .,       .,1.9,3.3,3.3,0.9,1.2,7.9,1.4,39.3,48.3,68.3
1303,BU0363EG04,BU0363EG04,       .,       .,       .,       .,       .,       .,1.9,3.3,3.3,1.2,1.3,7.8,1.3,40.0,48.8,68.0
1304,WK0363EH,WK0363EH,       .,       .,       .,       .,       .,       .,2.2,2.8,2.8,0.5,1.1,7.6,1.4,39.5,47.2,67.3
1305,BU0363EH01,BU0363EH01,       .,       .,       .,       .,       .,       .,2.0,3.0,3.0,0.4,1.0,7.8,1.5,38.9,47.1,68.0
1306,BU0363EH02,BU0363EH02,       .,       .,       .,       .,       .,       .,2.1,2.8,2.8,0.6,1.2,7.6,1.6,39.0,47.0,67.5
1307,BU0363EH03,BU0363EH03,       .,       .,       .,       .,       .,       .,2.3,2.5,2.5,0.8,1.3,7.3,1.4,40.6,47.0,66.7
1308,BU0363EH04,BU0363EH04,       .,       .,       .,       .,       .,       .,2.6,2.4,2.4,0.8,1.3,7.2,1.3,40.8,47.0,66.5
1309,BU0363EH05,BU0363EH05,       .,       .,       .,       .,       .,       .,2.5,2.6,2.6,0.9,1.4,7.4,1.5,39.5,47.0,66.2
1310,BU0363EH06,BU0363EH06,       .,       .,       .,       .,       .,       .,2.3,3.0,3.0,0.2,0.8,7.9,1.3,39.6,47.8,67.3
1311,WK0363EJ,WK0363EJ,       .,       .,       .,       .,       .,       .,2.5,2.9,2.9,0.7,0.7,7.5,1.0,41.2,48.5,67.9
1312,BU0363EJ01,BU0363EJ01,       .,       .,       .,       .,       .,       .,2.7,2.7,2.7,0.5,0.5,7.5,1.0,40.5,48.0,67.7
1313,BU0363EJ02,BU0363EJ02,       .,       .,       .,       .,       .,       .,2.3,3.0,3.0,0.8,0.9,7.6,1.1,40.7,48.7,68.0
1314,BU0363EJ03,BU0363EJ03,       .,       .,       .,       .,       .,       .,2.3,2.9,2.9,0.9,0.9,7.4,0.9,42.1,48.9,68.1
1315,WK0363EK,WK0363EK,       .,       .,       .,       .,       .,       .,0.7,2.8,3.5,0.6,0.6,9.0,1.9,27.9,48.5,69.0
1316,BU0363EK01,BU0363EK01,       .,       .,       .,       .,       .,       .,0.5,2.7,3.5,0.7,0.4,9.3,1.8,26.0,48.0,69.0
1317,BU0363EK02,BU0363EK02,       .,       .,       .,       .,       .,       .,0.7,2.6,3.5,0.4,0.5,8.9,1.9,27.7,48.8,69.0
1318,BU0363EK03,BU0363EK03,       .,       .,       .,       .,       .,       .,0.8,2.9,3.4,0.5,0.6,8.9,2.0,27.7,48.8,69.0
1319,BU0363EK04,BU0363EK04,       .,       .,       .,       .,       .,       .,1.0,3.1,3.6,0.7,0.8,8.6,2.1,30.7,48.9,69.0
1320,WK0363EL,WK0363EL,       .,       .,       .,       .,       .,       .,1.6,3.5,3.6,1.2,1.4,8.2,1.9,36.0,49.0,68.7
1321,BU0363EL01,BU0363EL01,       .,       .,       .,       .,       .,       .,1.2,3.3,3.6,1.1,1.1,8.6,2.1,31.0,49.0,69.0
1322,BU0363EL02,BU0363EL02,       .,       .,       .,       .,       .,       .,1.6,3.5,3.6,1.1,1.4,8.1,1.8,37.7,49.0,68.8
1323,BU0363EL03,BU0363EL03,       .,       .,       .,       .,       .,       .,1.9,3.8,3.8,1.3,1.8,8.1,1.8,38.3,49.0,68.1
1324,WK0363EM,WK0363EM,       .,       .,       .,       .,       .,       .,1.4,2.4,3.9,0.7,1.2,8.5,2.4,31.0,49.0,68.9
1325,BU0363EM01,BU0363EM01,       .,       .,       .,       .,       .,       .,1.0,2.4,3.8,0.4,0.8,8.7,2.1,28.2,48.9,69.0
1326,BU0363EM02,BU0363EM02,       .,       .,       .,       .,       .,       .,1.3,2.7,4.0,0.6,1.1,8.5,2.3,30.2,49.0,68.9
1327,BU0363EM03,BU0363EM03,       .,       .,       .,       .,       .,       .,1.4,2.1,3.9,0.8,1.2,8.4,2.5,31.4,48.9,69.0
1328,BU0363EM04,BU0363EM04,       .,       .,       .,       .,       .,       .,1.6,2.4,4.0,0.9,1.4,8.3,2.5,32.8,49.0,68.9
1329,WK0363EN,WK0363EN,       .,       .,       .,       .,       .,       .,1.7,3.0,3.9,1.0,1.5,8.1,2.1,37.0,49.0,68.4
1330,BU0363EN01,BU0363EN01,       .,       .,       .,       .,       .,       .,1.5,3.1,3.9,0.8,1.2,8.2,2.1,36.1,49.0,68.9
1331,BU0363EN02,BU0363EN02,       .,       .,       .,       .,       .,       .,1.7,3.2,3.8,1.0,1.5,8.1,1.9,38.1,49.0,68.3
1332,BU0363EN03,BU0363EN03,       .,       .,       .,       .,       .,       .,1.8,2.7,4.1,0.9,1.5,8.1,2.3,36.4,49.0,68.3
1333,BU0363EN04,BU0363EN04,       .,       .,       .,       .,       .,       .,1.9,2.8,4.1,1.0,1.7,8.1,2.2,36.6,49.0,68.2
1334,WK0363EP,WK0363EP,       .,       .,       .,       .,       .,       .,2.3,3.1,3.6,0.6,1.8,7.4,1.6,41.7,49.0,68.0
1335,BU0363EP01,BU0363EP01,       .,       .,       .,       .,       .,       .,2.1,3.2,3.3,0.7,1.6,7.4,1.4,42.0,49.0,68.0
1336,BU0363EP02,BU0363EP02,       .,       .,       .,       .,       .,       .,2.3,3.0,3.7,0.5,1.9,7.4,1.8,41.4,49.0,68.0
1337,WK0363EQ,WK0363EQ,       .,       .,       .,       .,       .,       .,2.6,3.0,3.0,0.7,1.2,7.0,1.1,42.9,49.0,68.1
1338,BU0363EQ01,BU0363EQ01,       .,       .,       .,       .,       .,       .,2.6,3.0,3.0,0.7,1.2,7.0,1.1,42.9,49.0,68.1
1339,WK0363ER,WK0363ER,       .,       .,       .,       .,       .,       .,1.2,1.8,3.5,1.3,1.8,8.3,2.9,30.0,49.0,69.0
1340,BU0363ER01,BU0363ER01,       .,       .,       .,       .,       .,       .,1.0,1.6,3.5,1.4,1.8,8.3,2.9,29.3,48.8,69.0
1341,BU0363ER02,BU0363ER02,       .,       .,       .,       .,       .,       .,1.3,1.9,3.5,1.3,1.7,8.3,2.8,30.6,49.1,69.0
1342,WK0363ES,WK0363ES,       .,       .,       .,       .,       .,       .,2.5,3.1,3.7,0.6,1.9,7.2,1.7,41.9,49.0,68.1
1343,BU0363ES01,BU0363ES01,       .,       .,       .,       .,       .,       .,2.0,2.7,4.1,0.8,2.0,7.6,2.2,39.7,49.0,68.0
1344,BU0363ES02,BU0363ES02,       .,       .,       .,       .,       .,       .,2.5,3.2,3.8,0.6,2.0,7.2,1.7,42.5,49.0,68.0
1345,BU0363ES03,BU0363ES03,       .,       .,       .,       .,       .,       .,2.8,3.2,3.2,0.5,1.6,6.8,1.2,43.0,49.0,68.1
1346,WK0363ET,WK0363ET,       .,       .,       .,       .,       .,       .,1.6,2.2,3.6,1.3,2.3,7.5,2.1,39.5,49.2,68.6
1347,BU0363ET01,BU0363ET01,       .,       .,       .,       .,       .,       .,1.6,2.2,3.6,1.2,2.3,7.5,2.1,39.9,49.1,68.5
1348,BU0363ET02,BU0363ET02,       .,       .,       .,       .,       .,       .,1.6,2.2,3.5,1.5,2.3,7.5,2.1,38.6,49.3,68.6
1349,WK0363EU,WK0363EU,       .,       .,       .,       .,       .,       .,2.4,2.9,3.6,1.0,1.7,6.8,1.3,43.0,49.0,68.2
1350,BU0363EU01,BU0363EU01,       .,       .,       .,       .,       .,       .,2.0,2.7,3.9,1.0,2.1,7.1,1.7,43.0,49.0,68.0
1351,BU0363EU02,BU0363EU02,       .,       .,       .,       .,       .,       .,2.4,3.0,3.7,1.1,1.8,6.8,1.4,43.0,49.0,68.0
1352,BU0363EU03,BU0363EU03,       .,       .,       .,       .,       .,       .,2.8,3.1,3.2,0.8,1.4,6.4,0.9,43.0,49.0,68.5
1353,WK0363EV,WK0363EV,       .,       .,       .,       .,       .,       .,2.6,3.1,3.4,1.2,1.4,6.4,1.0,43.0,49.3,68.3
1354,BU0363EV01,BU0363EV01,       .,       .,       .,       .,       .,       .,2.5,3.1,3.7,1.2,1.7,6.7,1.3,43.0,49.0,68.1
1355,BU0363EV02,BU0363EV02,       .,       .,       .,       .,       .,       .,2.7,3.1,3.2,1.2,1.1,6.2,0.8,43.0,49.5,68.6
1356,WK0363FA,WK0363FA,       .,       .,       .,       .,       .,       .,0.5,1.6,1.6,2.4,3.1,10.9,3.6,5.7,40.6,68.0
1357,BU0363FA01,BU0363FA01,       .,       .,       .,       .,       .,       .,1.4,4.1,5.7,5.0,6.5,13.0,6.7,0.0,2.2,71.8
1358,BU0363FA02,BU0363FA02,       .,       .,       .,       .,       .,       .,1.2,3.9,3.9,3.4,4.7,14.3,5.0,1.0,24.0,69.0
1359,BU0363FA03,BU0363FA03,       .,       .,       .,       .,       .,       .,0.5,4.4,4.4,3.4,4.6,14.4,4.9,0.4,21.2,70.0
1360,BU0363FA04,BU0363FA04,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1361,BU0363FA05,BU0363FA05,       .,       .,       .,       .,       .,       .,0.9,0.6,0.6,3.0,3.5,11.1,3.5,2.2,44.1,68.0
1362,BU0363FA06,BU0363FA06,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1363,BU0363FA07,BU0363FA07,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1364,BU0363FA08,BU0363FA08,       .,       .,       .,       .,       .,       .,0.4,1.2,1.2,2.2,2.8,10.4,3.3,6.6,44.0,67.6
1365,WK0363FB,WK0363FB,       .,       .,       .,       .,       .,       .,1.0,3.8,3.8,0.7,2.2,12.7,2.5,1.0,40.2,68.0
1366,BU0363FB01,BU0363FB01,       .,       .,       .,       .,       .,       .,1.2,3.2,5.2,2.3,4.3,12.9,4.6,0.7,22.3,69.5
1367,BU0363FB02,BU0363FB02,       .,       .,       .,       .,       .,       .,1.3,4.0,4.3,1.2,2.9,13.4,3.1,1.0,34.8,69.5
1368,BU0363FB03,BU0363FB03,       .,       .,       .,       .,       .,       .,0.5,3.4,3.4,1.0,2.4,12.7,2.7,1.0,40.2,68.7
1369,BU0363FB04,BU0363FB04,       .,       .,       .,       .,       .,       .,0.7,2.9,2.9,1.0,2.2,12.1,2.4,1.0,43.0,68.0
1370,BU0363FB05,BU0363FB05,       .,       .,       .,       .,       .,       .,1.4,4.4,4.4,0.7,2.1,12.8,2.5,1.0,40.0,67.5
1371,BU0363FB06,BU0363FB06,       .,       .,       .,       .,       .,       .,1.2,4.0,4.0,0.5,2.0,12.6,2.3,1.0,40.7,67.4
1372,BU0363FB07,BU0363FB07,       .,       .,       .,       .,       .,       .,1.0,3.6,3.6,0.3,1.7,12.2,1.9,1.0,42.9,67.1
1373,BU0363FB08,BU0363FB08,       .,       .,       .,       .,       .,       .,1.4,3.9,3.9,0.4,1.5,12.2,1.9,1.0,42.9,67.0
1374,WK0363FC,WK0363FC,       .,       .,       .,       .,       .,       .,1.2,3.1,3.1,0.8,1.1,11.6,1.4,1.2,43.0,67.0
1375,BU0363FC01,BU0363FC01,       .,       .,       .,       .,       .,       .,0.6,2.6,2.6,0.6,1.5,11.7,1.7,1.0,43.0,67.0
1376,BU0363FC02,BU0363FC02,       .,       .,       .,       .,       .,       .,1.2,3.2,3.2,0.7,1.1,11.6,1.3,1.2,43.0,67.0
1377,BU0363FC03,BU0363FC03,       .,       .,       .,       .,       .,       .,1.6,3.6,3.6,1.0,0.8,11.6,1.3,1.2,43.0,67.0
1378,WK0363FD,WK0363FD,       .,       .,       .,       .,       .,       .,0.9,3.0,3.0,1.1,1.9,10.9,1.5,5.3,43.7,66.9
1379,BU0363FD01,BU0363FD01,       .,       .,       .,       .,       .,       .,0.5,2.5,2.5,0.7,1.6,11.3,1.5,2.0,43.0,67.0
1380,BU0363FD02,BU0363FD02,       .,       .,       .,       .,       .,       .,1.1,3.2,3.2,1.4,2.1,10.6,1.6,8.4,44.1,67.0
1381,BU0363FD03,BU0363FD03,       .,       .,       .,       .,       .,       .,1.1,3.2,3.2,1.2,2.1,10.7,1.4,6.9,43.8,67.0
1382,BU0363FD04,BU0363FD04,       .,       .,       .,       .,       .,       .,1.0,3.2,3.2,1.1,1.8,10.9,1.4,5.9,44.0,66.7
1383,WK0363FE,WK0363FE,       .,       .,       .,       .,       .,       .,1.2,3.1,3.6,1.1,1.2,10.8,0.7,7.4,44.5,66.8
1384,BU0363FE01,BU0363FE01,       .,       .,       .,       .,       .,       .,1.1,3.0,3.0,0.5,1.0,11.1,0.8,2.9,43.0,67.0
1385,BU0363FE02,BU0363FE02,       .,       .,       .,       .,       .,       .,1.0,3.1,3.6,1.2,1.4,10.5,0.6,10.1,45.1,66.9
1386,BU0363FE03,BU0363FE03,       .,       .,       .,       .,       .,       .,1.3,3.2,3.8,1.3,1.1,10.9,0.8,6.8,44.4,66.6
1387,BU0363FE04,BU0363FE04,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1388,WK0363FF,WK0363FF,       .,       .,       .,       .,       .,       .,2.1,3.9,5.9,2.0,3.3,13.1,4.0,0.7,26.2,68.1
1389,BU0363FF01,BU0363FF01,       .,       .,       .,       .,       .,       .,2.0,3.3,6.4,2.5,3.9,13.0,4.6,0.6,20.4,69.2
1390,BU0363FF02,BU0363FF02,       .,       .,       .,       .,       .,       .,2.2,4.7,4.7,1.0,2.1,13.0,2.7,1.0,39.0,67.0
1391,BU0363FF03,BU0363FF03,       .,       .,       .,       .,       .,       .,2.4,5.0,7.6,3.2,3.2,14.4,5.5,0.1,13.4,62.4
1392,WK0363FG,WK0363FG,       .,       .,       .,       .,       .,       .,2.6,5.2,7.6,2.7,3.2,13.0,5.4,0.2,28.7,61.6
1393,BU0363FG01,BU0363FG01,       .,       .,       .,       .,       .,       .,2.5,5.6,7.7,2.9,3.4,13.4,5.4,0.4,25.0,61.5
1394,BU0363FG02,BU0363FG02,       .,       .,       .,       .,       .,       .,2.3,5.5,7.9,2.9,3.1,13.3,5.5,0.0,25.1,61.1
1395,BU0363FG03,BU0363FG03,       .,       .,       .,       .,       .,       .,3.0,4.8,7.4,2.4,3.2,12.5,5.2,0.2,33.9,62.0
1396,WK0363FH,WK0363FH,       .,       .,       .,       .,       .,       .,3.1,5.2,6.9,2.1,3.6,13.1,4.5,1.0,30.3,62.8
1397,BU0363FH01,BU0363FH01,       .,       .,       .,       .,       .,       .,2.9,4.9,6.4,2.5,3.2,13.6,4.0,1.0,28.0,65.0
1398,BU0363FH02,BU0363FH02,       .,       .,       .,       .,       .,       .,3.1,5.2,6.9,2.1,3.6,13.1,4.5,1.0,30.3,62.8
1399,WK0363FJ,WK0363FJ,       .,       .,       .,       .,       .,       .,3.0,4.4,6.4,1.6,3.0,12.2,4.1,1.0,41.0,64.9
1400,BU0363FJ01,BU0363FJ01,       .,       .,       .,       .,       .,       .,3.4,4.9,5.8,1.7,2.6,12.9,3.4,1.0,34.6,67.0
1401,BU0363FJ02,BU0363FJ02,       .,       .,       .,       .,       .,       .,3.4,4.7,6.4,1.5,3.1,12.5,4.0,1.0,38.4,65.2
1402,BU0363FJ03,BU0363FJ03,       .,       .,       .,       .,       .,       .,3.2,4.3,6.6,1.5,3.3,12.1,4.2,1.0,42.0,64.1
1403,BU0363FJ04,BU0363FJ04,       .,       .,       .,       .,       .,       .,2.6,4.0,6.7,1.6,3.0,11.8,4.4,1.0,44.9,64.2
1404,WK0363FK,WK0363FK,       .,       .,       .,       .,       .,       .,2.9,3.8,5.6,0.9,2.5,11.7,3.2,1.0,43.6,66.7
1405,BU0363FK01,BU0363FK01,       .,       .,       .,       .,       .,       .,3.2,4.4,5.4,1.2,2.1,12.3,3.0,1.0,42.5,67.0
1406,BU0363FK02,BU0363FK02,       .,       .,       .,       .,       .,       .,3.0,4.2,5.0,1.0,1.8,12.1,2.6,1.0,43.0,67.0
1407,BU0363FK03,BU0363FK03,       .,       .,       .,       .,       .,       .,3.1,3.8,5.9,0.6,2.7,11.7,3.5,1.0,43.6,66.8
1408,BU0363FK04,BU0363FK04,       .,       .,       .,       .,       .,       .,2.9,3.5,6.1,0.8,3.1,11.4,3.8,1.0,44.3,66.6
1409,BU0363FK05,BU0363FK05,       .,       .,       .,       .,       .,       .,2.4,3.0,5.8,0.9,3.2,10.9,3.4,1.0,45.2,66.3
1410,WK0363FL,WK0363FL,       .,       .,       .,       .,       .,       .,1.6,1.8,4.9,0.9,2.2,10.0,1.7,12.0,46.6,67.0
1411,BU0363FL01,BU0363FL01,       .,       .,       .,       .,       .,       .,1.4,2.1,4.5,0.7,1.7,10.0,1.2,15.5,46.9,67.2
1412,BU0363FL02,BU0363FL02,       .,       .,       .,       .,       .,       .,1.6,1.8,5.3,1.2,2.7,10.2,2.0,6.5,46.1,66.6
1413,BU0363FL03,BU0363FL03,       .,       .,       .,       .,       .,       .,1.6,1.5,4.9,0.8,2.3,9.9,1.9,13.3,46.8,67.2
1414,WK0363FM,WK0363FM,       .,       .,       .,       .,       .,       .,1.2,1.4,4.2,0.7,1.4,9.4,1.7,22.0,47.3,68.3
1415,BU0363FM01,BU0363FM01,       .,       .,       .,       .,       .,       .,0.5,2.3,3.6,1.1,1.0,9.8,1.2,22.5,47.0,67.5
1416,BU0363FM02,BU0363FM02,       .,       .,       .,       .,       .,       .,1.0,1.6,4.2,0.7,1.3,9.5,1.4,22.1,47.2,68.2
1417,BU0363FM03,BU0363FM03,       .,       .,       .,       .,       .,       .,1.1,1.8,4.1,0.7,0.7,9.0,1.8,26.0,48.0,69.0
1418,BU0363FM04,BU0363FM04,       .,       .,       .,       .,       .,       .,1.5,1.0,4.5,0.6,1.7,9.4,2.0,21.3,47.2,68.3
1419,BU0363FM05,BU0363FM05,       .,       .,       .,       .,       .,       .,1.6,1.1,4.4,1.0,1.4,9.0,2.3,25.4,48.0,69.0
1420,BU0363FM06,BU0363FM06,       .,       .,       .,       .,       .,       .,1.4,0.8,4.3,0.8,2.1,9.4,2.3,17.2,47.0,68.0
1421,WK0363FN,WK0363FN,       .,       .,       .,       .,       .,       .,1.4,2.1,4.5,2.0,3.4,9.6,2.9,6.9,46.3,67.7
1422,BU0363FN01,BU0363FN01,       .,       .,       .,       .,       .,       .,1.6,2.1,4.9,1.7,3.4,10.0,2.6,5.3,46.0,67.1
1423,BU0363FN02,BU0363FN02,       .,       .,       .,       .,       .,       .,1.1,1.6,4.4,1.9,3.1,9.5,2.6,9.9,46.7,67.9
1424,BU0363FN03,BU0363FN03,       .,       .,       .,       .,       .,       .,1.2,2.9,4.7,2.6,4.2,9.8,3.5,4.0,46.0,67.8
1425,BU0363FN04,BU0363FN04,       .,       .,       .,       .,       .,       .,1.4,2.3,4.2,2.5,3.7,9.4,3.3,5.9,46.0,68.0
1426,WK0363FP,WK0363FP,       .,       .,       .,       .,       .,       .,1.0,1.5,3.7,2.1,3.0,8.8,3.3,14.0,47.2,68.1
