ID,DistrictsAndNeighbourhoods,Encoding_3,Within1Km_45,Within3Km_46,Within5Km_47,DistanceToHotelEtc_48,Within5Km_49,Within105km_50,Within20Km_51,DistanceToDaycareCentres_52,Within1Km_53,Within3Km_54,Within5Km_55,DistanceToOutOfSchoolCare_56,Within1Km_57,Within3Km_58,Within5Km_59,DistanceToSchool_60,Within1Km_61,Within3Km_62,Within5Km_63
2404,BU19540505,BU19540505,2.1,20.8,60.6,       .,       .,       .,       .,0.8,1.0,11.3,31.0,1.0,0.4,6.4,18.1,1.0,0.5,9.1,22.2
2405,BU19540509,BU19540509,0.2,7.1,55.7,       .,       .,       .,       .,1.6,0.1,3.2,20.3,1.6,0.0,2.7,14.9,1.4,0.0,2.5,12.3
2406,WK195406,WK195406,1.5,13.3,39.4,       .,       .,       .,       .,1.0,1.1,6.9,22.6,1.1,0.7,4.3,13.0,1.0,0.7,5.3,15.8
2407,BU19540600,BU19540600,2.3,19.4,58.7,       .,       .,       .,       .,0.5,0.9,10.3,30.0,0.6,0.9,6.5,16.9,0.6,0.9,8.9,21.9
2408,BU19540601,BU19540601,1.3,12.8,36.7,       .,       .,       .,       .,0.8,1.5,6.5,21.4,0.7,0.9,4.4,12.5,0.8,0.9,4.8,15.1
2409,BU19540602,BU19540602,0.9,8.1,31.2,       .,       .,       .,       .,1.6,0.0,5.2,20.5,1.6,0.0,3.1,13.1,1.8,0.0,3.3,14.4
2410,BU19540603,BU19540603,1.1,6.1,18.8,       .,       .,       .,       .,2.4,0.0,2.7,15.2,2.8,0.0,0.9,8.8,2.5,0.0,1.6,9.0
2411,GM0889,GM0889,3.2,8.4,14.6,       .,       .,       .,       .,0.7,2.2,5.7,10.5,0.6,1.9,4.8,8.3,0.8,1.1,2.8,6.0
2412,WK088900,WK088900,3.4,8.9,14.6,       .,       .,       .,       .,0.7,2.4,6.3,10.6,0.6,2.0,5.2,8.3,0.7,1.2,3.1,6.0
2413,BU08890000,BU08890000,4.7,9.3,14.8,       .,       .,       .,       .,0.8,2.2,6.6,11.0,0.7,2.0,5.4,8.5,0.9,0.7,3.3,6.5
2414,BU08890001,BU08890001,1.8,8.6,14.5,       .,       .,       .,       .,0.4,2.7,6.0,10.2,0.5,2.0,5.0,8.1,0.5,1.7,3.0,5.4
2415,BU08890008,BU08890008,0.6,5.3,11.8,       .,       .,       .,       .,2.0,0.2,3.9,7.7,2.0,0.2,3.0,6.5,2.0,0.2,2.1,4.2
2416,BU08890009,BU08890009,0.9,5.6,10.3,       .,       .,       .,       .,1.7,0.2,4.9,7.5,1.7,0.1,3.7,5.7,1.8,0.1,2.7,3.7
2417,WK088901,WK088901,2.5,5.7,14.4,       .,       .,       .,       .,0.8,1.5,2.8,9.9,0.8,1.4,2.9,8.0,0.9,0.7,1.3,5.8
2418,BU08890100,BU08890100,2.9,6.1,14.5,       .,       .,       .,       .,0.6,1.8,3.0,10.2,0.6,1.6,3.0,8.2,0.7,0.8,1.3,6.0
2419,BU08890101,BU08890101,0.4,3.9,15.5,       .,       .,       .,       .,1.6,0.0,2.0,9.7,1.3,0.2,2.0,8.6,1.7,0.0,1.0,5.2
2420,BU08890102,BU08890102,0.0,3.0,11.2,       .,       .,       .,       .,1.9,0.0,2.0,5.0,1.9,0.0,2.0,4.0,2.0,0.0,1.0,3.0
2421,BU08890109,BU08890109,0.1,3.2,14.5,       .,       .,       .,       .,2.4,0.1,2.0,8.1,2.3,0.1,1.9,6.8,2.5,0.0,1.2,4.6
2422,GM1945,GM1945,2.7,9.7,33.7,       .,       .,       .,       .,0.9,1.3,5.5,11.1,0.8,0.9,4.1,9.0,0.8,0.8,3.2,6.4
2423,WK194500,WK194500,1.0,5.6,65.1,       .,       .,       .,       .,0.8,1.7,4.1,14.9,0.8,0.8,2.4,14.7,0.6,0.9,2.2,8.2
2424,BU19450000,BU19450000,1.2,5.5,68.1,       .,       .,       .,       .,0.6,1.9,4.0,16.4,0.6,1.0,2.3,15.6,0.5,1.0,2.0,8.6
2425,BU19450001,BU19450001,0.7,5.0,26.6,       .,       .,       .,       .,0.8,1.7,4.0,11.0,0.8,0.9,2.0,11.8,0.8,0.9,2.0,6.6
2426,BU19450002,BU19450002,0.9,6.9,126.7,       .,       .,       .,       .,1.1,1.0,4.7,18.1,1.1,0.5,3.4,17.9,0.8,0.7,2.9,10.4
2427,BU19450003,BU19450003,0.2,3.9,37.2,       .,       .,       .,       .,1.3,1.0,3.4,9.5,1.3,0.5,1.7,9.8,1.2,0.5,1.7,5.9
2428,WK194501,WK194501,1.6,15.9,133.7,       .,       .,       .,       .,1.1,0.7,6.5,25.0,1.0,0.4,7.5,22.9,1.1,0.4,4.2,12.9
2429,BU19450100,BU19450100,0.2,22.5,182.5,       .,       .,       .,       .,1.5,0.1,8.1,27.7,1.3,0.1,10.4,26.3,1.5,0.0,5.5,14.7
2430,BU19450101,BU19450101,4.0,5.9,58.1,       .,       .,       .,       .,0.4,2.0,4.0,21.9,0.4,1.0,3.3,18.3,0.4,1.0,2.0,10.5
2431,BU19450102,BU19450102,1.8,8.9,85.9,       .,       .,       .,       .,1.3,0.8,4.9,19.2,1.3,0.4,4.3,17.3,1.3,0.4,3.0,10.1
2432,WK194502,WK194502,0.0,9.7,21.7,       .,       .,       .,       .,0.5,0.9,5.2,11.3,0.5,0.9,4.2,7.7,0.6,0.9,3.2,6.3
2433,BU19450200,BU19450200,0.0,10.8,22.3,       .,       .,       .,       .,0.4,1.0,5.4,11.4,0.4,1.1,4.3,7.7,0.5,1.0,3.3,6.4
2434,BU19450201,BU19450201,0.0,4.8,19.0,       .,       .,       .,       .,1.2,0.4,4.2,10.9,1.1,0.5,3.8,7.6,1.2,0.4,2.9,6.2
2435,WK194503,WK194503,0.0,6.9,12.9,       .,       .,       .,       .,0.5,1.6,5.4,10.8,0.7,0.8,3.7,6.9,0.7,0.8,2.9,5.9
2436,BU19450300,BU19450300,0.0,7.6,13.0,       .,       .,       .,       .,0.3,2.0,5.2,11.0,0.4,1.0,3.8,7.0,0.4,1.0,2.9,6.0
2437,BU19450301,BU19450301,0.0,5.6,12.8,       .,       .,       .,       .,0.9,0.9,5.9,10.6,1.2,0.3,3.5,6.7,1.2,0.3,2.9,5.7
2438,WK194504,WK194504,0.1,1.2,3.7,       .,       .,       .,       .,2.0,0.2,2.3,4.1,2.0,0.1,1.3,3.1,2.0,0.1,1.3,3.3
2439,BU19450400,BU19450400,0.1,1.2,3.7,       .,       .,       .,       .,2.0,0.2,2.3,4.1,2.0,0.1,1.3,3.1,2.0,0.1,1.3,3.3
2440,WK194505,WK194505,4.8,12.2,16.4,       .,       .,       .,       .,0.7,1.8,8.7,12.3,0.8,1.1,5.6,8.3,0.9,0.9,4.7,6.9
2441,BU19450500,BU19450500,9.0,12.8,14.0,       .,       .,       .,       .,0.7,2.8,9.9,12.4,0.8,1.5,6.7,8.4,0.8,1.5,5.7,7.3
2442,BU19450501,BU19450501,10.4,13.0,15.3,       .,       .,       .,       .,0.6,3.0,9.4,12.4,0.8,1.1,5.8,8.1,0.8,1.1,4.6,6.9
2443,BU19450502,BU19450502,0.0,12.0,13.9,       .,       .,       .,       .,0.7,0.9,9.4,11.0,0.7,1.2,6.0,7.0,1.1,0.4,5.0,6.0
2444,BU19450503,BU19450503,3.6,12.8,13.3,       .,       .,       .,       .,0.5,1.2,10.3,11.4,0.5,1.7,6.9,7.4,0.6,1.1,5.9,6.1
2445,BU19450504,BU19450504,6.0,13.0,18.2,       .,       .,       .,       .,0.6,1.7,9.2,12.9,0.5,1.7,6.2,8.9,0.6,1.7,5.2,7.8
2446,BU19450505,BU19450505,4.3,13.0,16.4,       .,       .,       .,       .,0.4,2.4,7.4,12.5,0.6,0.8,4.7,8.6,0.6,0.8,4.0,7.0
2447,BU19450506,BU19450506,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2448,BU19450507,BU19450507,0.7,12.5,13.0,       .,       .,       .,       .,0.9,0.5,10.6,11.0,1.0,0.3,6.6,7.0,1.0,0.3,5.1,6.0
2449,BU19450508,BU19450508,0.0,2.8,47.0,       .,       .,       .,       .,2.5,0.0,2.9,20.1,2.0,0.0,2.4,18.2,2.5,0.0,0.9,11.0
2450,BU19450509,BU19450509,2.6,10.2,21.4,       .,       .,       .,       .,1.4,0.7,6.9,12.2,1.5,0.3,4.9,8.5,1.4,0.3,3.8,7.4
2451,BU19450510,BU19450510,1.7,11.0,14.9,       .,       .,       .,       .,1.1,0.8,7.4,11.2,1.2,0.6,4.3,6.9,1.2,0.6,3.7,6.0
2452,BU19450511,BU19450511,0.0,7.4,21.9,       .,       .,       .,       .,1.6,1.0,5.2,14.7,2.2,0.0,3.0,12.0,2.2,0.0,3.4,9.0
2453,WK194506,WK194506,0.0,26.6,196.0,       .,       .,       .,       .,1.9,0.0,11.2,38.5,0.6,1.2,12.3,36.0,2.2,0.0,5.8,21.9
2454,BU19450600,BU19450600,0.0,29.1,199.2,       .,       .,       .,       .,1.9,0.0,11.7,39.0,0.5,1.4,12.9,36.4,2.1,0.0,6.1,22.2
2455,BU19450601,BU19450601,0.0,10.6,176.2,       .,       .,       .,       .,1.9,0.0,8.3,35.7,1.1,0.4,8.7,33.8,2.3,0.0,3.4,20.1
2456,WK194507,WK194507,0.9,2.5,6.0,       .,       .,       .,       .,3.4,0.0,0.2,2.0,0.4,0.9,1.2,3.0,0.4,0.9,1.2,3.0
2457,BU19450700,BU19450700,0.9,2.5,6.0,       .,       .,       .,       .,3.4,0.0,0.1,2.0,0.3,1.0,1.1,3.0,0.3,1.0,1.2,3.0
2458,BU19450701,BU19450701,0.2,2.6,6.3,       .,       .,       .,       .,2.6,0.0,0.9,2.0,1.4,0.0,1.9,3.0,1.4,0.0,1.8,3.0
2459,WK194508,WK194508,0.0,0.5,2.2,       .,       .,       .,       .,0.5,1.0,1.0,1.3,0.5,1.0,1.0,2.2,0.5,1.0,1.0,2.2
2460,BU19450800,BU19450800,0.0,0.4,2.1,       .,       .,       .,       .,0.4,1.0,1.0,1.3,0.4,1.0,1.0,2.1,0.4,1.0,1.0,2.1
2461,BU19450801,BU19450801,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2462,BU19450802,BU19450802,0.0,0.9,2.8,       .,       .,       .,       .,0.9,0.7,1.0,2.0,0.9,0.7,1.1,2.6,0.9,0.7,1.1,2.5
2463,WK194509,WK194509,3.6,5.1,6.0,       .,       .,       .,       .,1.1,0.4,1.0,1.0,1.1,0.4,1.2,2.0,0.8,0.8,1.2,2.0
2464,BU19450900,BU19450900,3.9,5.0,6.0,       .,       .,       .,       .,1.2,0.2,1.0,1.0,1.2,0.2,1.0,2.0,0.8,0.7,1.0,2.0
2465,BU19450901,BU19450901,3.6,5.1,6.0,       .,       .,       .,       .,0.9,0.7,1.0,1.0,0.9,0.7,1.4,2.0,0.7,0.9,1.4,2.0
2466,BU19450902,BU19450902,0.0,6.0,6.0,       .,       .,       .,       .,1.7,0.0,1.0,1.9,1.7,0.0,2.0,2.9,1.4,0.0,2.0,2.9
2467,BU19450903,BU19450903,0.3,5.1,6.0,       .,       .,       .,       .,1.6,0.2,1.0,1.7,1.6,0.2,1.6,2.7,1.6,0.1,1.6,2.7
2468,BU19450904,BU19450904,0.0,3.0,3.5,       .,       .,       .,       .,4.2,0.0,0.5,0.5,2.8,0.0,1.0,1.5,2.6,0.0,1.0,1.5
2469,WK194510,WK194510,0.8,2.1,14.6,       .,       .,       .,       .,0.8,1.7,1.9,5.2,0.8,0.8,1.0,3.0,0.9,0.8,0.9,2.7
2470,BU19451000,BU19451000,1.0,1.5,6.3,       .,       .,       .,       .,0.6,1.9,2.0,4.8,0.6,1.0,1.0,2.5,0.6,1.0,1.0,2.4
2471,BU19451001,BU19451001,0.5,1.0,3.0,       .,       .,       .,       .,1.0,1.0,2.0,5.0,1.0,0.5,1.0,3.0,1.0,0.5,1.0,3.0
2472,BU19451002,BU19451002,0.2,5.5,64.0,       .,       .,       .,       .,2.3,0.3,1.5,7.5,2.3,0.2,0.9,6.1,2.6,0.2,0.6,4.0
2473,WK194511,WK194511,0.1,2.5,26.1,       .,       .,       .,       .,2.1,0.0,3.0,7.6,2.1,0.0,1.6,4.8,2.0,0.0,1.9,4.1
2474,BU19451100,BU19451100,0.1,2.5,26.1,       .,       .,       .,       .,2.1,0.0,3.0,7.6,2.1,0.0,1.6,4.8,2.0,0.0,1.9,4.1
2475,WK194512,WK194512,0.3,62.3,195.6,       .,       .,       .,       .,1.4,0.2,10.3,33.7,1.4,0.2,11.4,30.2,1.4,0.2,6.1,16.1
2476,BU19451200,BU19451200,0.3,62.3,195.6,       .,       .,       .,       .,1.4,0.2,10.3,33.7,1.4,0.2,11.4,30.2,1.4,0.2,6.1,16.1
2477,GM1724,GM1724,1.9,4.9,10.9,       .,       .,       .,       .,0.8,1.2,3.1,6.6,0.9,1.0,3.1,6.0,0.8,1.2,3.5,6.8
2478,WK172400,WK172400,2.6,6.6,10.9,       .,       .,       .,       .,0.7,1.6,4.1,6.6,0.7,1.4,4.1,6.2,0.6,1.9,5.1,6.9
2479,BU17240001,BU17240001,2.2,7.0,10.6,       .,       .,       .,       .,0.7,1.6,4.2,6.5,0.9,0.8,4.2,6.0,0.9,1.2,5.2,6.8
2480,BU17240002,BU17240002,2.1,6.0,11.0,       .,       .,       .,       .,0.7,2.0,4.0,7.8,0.7,1.0,4.0,6.0,0.7,2.0,5.0,7.8
2481,BU17240003,BU17240003,3.6,6.0,10.2,       .,       .,       .,       .,0.3,2.0,4.0,7.0,0.3,1.7,4.0,6.0,0.3,2.7,5.0,7.0
2482,BU17240004,BU17240004,4.2,6.0,10.4,       .,       .,       .,       .,0.3,2.0,4.0,7.0,0.3,1.4,4.0,6.0,0.3,2.4,5.0,7.0
2483,BU17240005,BU17240005,3.4,6.4,9.4,       .,       .,       .,       .,0.6,2.5,4.4,6.2,0.7,1.6,4.4,5.9,0.7,2.2,5.4,6.3
2484,BU17240006,BU17240006,3.3,7.0,11.6,       .,       .,       .,       .,0.5,2.4,4.4,5.9,0.6,1.7,4.5,6.1,0.6,2.2,5.4,6.2
2485,BU17240007,BU17240007,4.0,6.0,12.0,       .,       .,       .,       .,0.6,3.0,4.0,6.6,0.5,2.0,4.0,7.1,0.5,3.0,5.0,6.5
2486,BU17240008,BU17240008,3.8,7.3,12.3,       .,       .,       .,       .,0.4,2.0,4.4,6.1,0.4,1.5,4.4,7.0,0.4,1.5,5.4,7.0
2487,BU17240009,BU17240009,2.0,8.8,12.1,       .,       .,       .,       .,0.5,1.0,4.0,6.0,0.8,0.8,4.0,7.0,0.8,0.8,5.0,7.0
2488,BU17240010,BU17240010,0.6,9.0,12.2,       .,       .,       .,       .,0.5,1.0,4.0,6.0,1.1,0.4,4.0,6.7,1.1,0.4,5.0,6.7
2489,BU17240011,BU17240011,2.7,6.0,12.2,       .,       .,       .,       .,1.2,0.4,3.6,6.2,0.9,1.0,3.6,6.3,0.9,1.1,4.5,7.4
2490,BU17240012,BU17240012,4.0,6.0,11.5,       .,       .,       .,       .,1.1,0.4,4.0,6.0,0.8,1.7,4.0,6.0,0.8,2.0,4.9,7.0
2491,BU17240013,BU17240013,3.6,6.0,10.5,       .,       .,       .,       .,0.8,2.1,4.0,6.6,0.5,2.2,4.0,6.0,0.5,3.1,5.0,6.7
2492,BU17240014,BU17240014,0.1,6.0,10.3,       .,       .,       .,       .,1.0,0.8,4.0,7.0,0.8,1.0,4.0,6.0,0.8,1.5,5.0,7.0
2493,BU17240015,BU17240015,0.0,6.0,9.1,       .,       .,       .,       .,1.6,0.0,4.0,7.8,1.0,0.5,4.0,6.1,1.0,0.5,5.0,7.8
2494,BU17240016,BU17240016,0.1,6.0,11.9,       .,       .,       .,       .,1.6,0.0,4.0,7.4,0.7,0.9,4.0,6.4,0.7,0.9,5.0,8.0
2495,BU17240017,BU17240017,1.0,6.0,11.0,       .,       .,       .,       .,0.9,1.3,4.0,7.8,0.9,1.0,4.0,6.0,0.9,1.7,5.0,7.8
2496,WK172401,WK172401,1.0,3.0,8.1,       .,       .,       .,       .,0.6,1.0,1.2,4.5,3.6,0.0,0.0,2.9,0.6,1.0,1.2,4.0
2497,BU17240101,BU17240101,1.0,3.0,8.1,       .,       .,       .,       .,0.6,1.0,1.2,4.5,3.6,0.0,0.0,2.9,0.6,1.0,1.2,4.0
2498,WK172402,WK172402,0.7,1.0,5.0,       .,       .,       .,       .,0.6,1.7,2.6,5.6,0.8,0.8,1.7,3.4,0.7,0.9,1.9,5.1
2499,BU17240201,BU17240201,0.1,1.0,6.9,       .,       .,       .,       .,0.8,1.7,3.0,6.0,0.9,0.7,2.0,4.1,0.9,1.0,2.0,6.1
2500,BU17240202,BU17240202,0.7,1.0,5.2,       .,       .,       .,       .,0.7,2.0,3.0,6.0,0.7,1.0,2.0,3.8,0.8,1.0,2.0,5.8
2501,BU17240203,BU17240203,0.9,1.0,6.0,       .,       .,       .,       .,0.2,1.8,2.6,6.1,0.2,1.0,1.8,3.8,0.9,0.8,2.0,5.8
2502,BU17240204,BU17240204,0.8,1.0,4.5,       .,       .,       .,       .,0.5,1.8,2.9,6.0,0.7,0.8,1.9,3.7,0.5,1.0,2.0,5.7
2503,BU17240205,BU17240205,1.0,1.0,4.0,       .,       .,       .,       .,0.3,2.0,2.0,5.5,0.6,1.0,1.2,2.8,0.3,1.0,2.0,4.3
2504,BU17240206,BU17240206,1.0,1.0,4.0,       .,       .,       .,       .,0.6,1.7,2.0,4.2,0.9,0.7,1.0,2.1,0.6,1.0,1.0,3.2
2505,BU17240207,BU17240207,1.0,1.2,4.5,       .,       .,       .,       .,0.2,1.5,2.3,5.7,1.0,0.5,1.4,2.9,0.2,1.0,2.1,4.5
2506,BU17240208,BU17240208,1.0,1.0,4.0,       .,       .,       .,       .,0.3,2.0,2.0,4.0,0.8,1.0,1.0,2.0,0.3,1.0,1.6,3.0
2507,BU17240209,BU17240209,1.0,2.0,5.2,       .,       .,       .,       .,0.4,1.0,3.2,6.0,1.2,0.0,1.8,3.0,0.4,1.0,3.0,4.8
2508,BU17240210,BU17240210,0.6,1.0,2.3,       .,       .,       .,       .,1.2,0.3,2.0,4.0,1.6,0.0,1.0,2.0,1.2,0.3,1.0,3.0
2509,BU17240211,BU17240211,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2510,WK172403,WK172403,2.4,4.2,13.2,       .,       .,       .,       .,0.8,0.8,1.4,6.9,0.8,1.5,2.4,8.2,0.8,0.8,1.4,7.6
2511,BU17240301,BU17240301,3.0,5.8,13.5,       .,       .,       .,       .,0.2,1.0,1.8,7.1,0.2,2.0,2.8,8.1,0.3,1.0,1.8,7.5
2512,BU17240302,BU17240302,3.0,3.1,9.3,       .,       .,       .,       .,0.6,1.0,1.0,6.1,0.5,2.0,2.0,7.3,0.5,1.0,1.0,6.6
2513,BU17240303,BU17240303,3.0,5.7,13.0,       .,       .,       .,       .,0.4,1.0,1.7,7.2,0.4,2.0,2.7,8.2,0.5,1.0,1.7,8.0
2514,BU17240304,BU17240304,3.0,5.8,13.2,       .,       .,       .,       .,0.6,1.0,1.8,7.0,0.6,1.9,2.8,8.5,0.7,0.9,1.8,8.3
2515,BU17240306,BU17240306,3.0,3.5,11.9,       .,       .,       .,       .,0.4,1.0,1.1,6.7,0.3,2.0,2.1,8.6,0.4,1.0,1.1,7.6
2516,BU17240307,BU17240307,0.0,3.2,18.6,       .,       .,       .,       .,1.9,0.0,1.5,7.5,1.9,0.0,2.5,8.3,2.0,0.0,1.5,7.9
2517,WK172404,WK172404,2.7,6.0,18.6,       .,       .,       .,       .,0.6,0.9,2.5,8.2,0.6,0.9,2.6,8.6,0.6,0.9,2.1,9.3
2518,BU17240401,BU17240401,1.7,6.4,22.6,       .,       .,       .,       .,0.8,0.7,2.8,9.9,0.9,0.7,2.5,9.8,0.9,0.7,2.7,10.0
2519,BU17240402,BU17240402,3.0,6.7,15.5,       .,       .,       .,       .,0.2,1.0,2.5,7.2,0.2,1.0,2.2,8.0,0.2,1.0,1.7,9.0
2520,BU17240403,BU17240403,3.0,6.0,15.4,       .,       .,       .,       .,0.5,1.0,2.8,6.8,0.5,1.0,2.5,7.8,0.5,1.0,1.7,8.8
2521,BU17240404,BU17240404,3.0,6.0,16.0,       .,       .,       .,       .,0.5,1.0,3.0,8.1,0.5,1.0,3.0,8.4,0.5,1.0,2.0,9.4
2522,BU17240405,BU17240405,3.0,6.0,15.8,       .,       .,       .,       .,0.3,1.0,3.0,7.0,0.3,1.0,3.0,8.0,0.3,1.0,2.0,9.0
2523,BU17240406,BU17240406,2.7,4.7,34.1,       .,       .,       .,       .,0.9,0.7,1.1,14.2,0.9,0.7,1.0,11.5,0.9,0.7,1.9,11.7
2524,BU17240407,BU17240407,2.8,6.0,15.8,       .,       .,       .,       .,0.9,0.8,2.0,7.0,0.9,0.8,3.0,7.8,0.9,0.8,2.0,8.8
2525,BU17240408,BU17240408,3.0,6.0,16.0,       .,       .,       .,       .,0.7,1.0,2.2,7.2,0.7,1.0,3.0,8.0,0.7,1.0,2.0,9.0
2526,BU17240409,BU17240409,0.8,4.1,32.1,       .,       .,       .,       .,1.4,0.0,1.0,12.8,1.4,0.0,1.1,10.2,1.4,0.0,1.9,9.8
2527,WK172405,WK172405,0.9,5.6,9.5,       .,       .,       .,       .,0.6,0.9,4.2,7.5,0.6,0.9,4.1,5.5,0.6,0.9,5.0,7.5
2528,BU17240501,BU17240501,0.6,5.4,9.0,       .,       .,       .,       .,0.5,0.9,4.7,7.3,0.5,0.9,4.3,5.3,0.4,0.9,5.3,7.3
2529,BU17240502,BU17240502,1.9,6.0,10.5,       .,       .,       .,       .,0.9,0.9,4.1,7.9,0.8,1.0,4.1,5.9,0.9,0.8,5.0,7.9
2530,BU17240503,BU17240503,0.0,6.0,9.8,       .,       .,       .,       .,1.4,0.0,4.0,7.9,1.4,0.0,4.0,5.9,1.3,0.0,5.0,7.9
2531,BU17240504,BU17240504,0.0,5.1,9.0,       .,       .,       .,       .,0.4,1.0,3.6,7.0,0.4,1.0,4.0,5.0,0.5,1.0,4.6,7.0
2532,BU17240505,BU17240505,0.9,6.0,9.2,       .,       .,       .,       .,0.8,1.0,4.0,7.4,0.7,1.0,4.0,5.4,0.8,1.0,5.0,7.4
2533,WK172406,WK172406,0.3,2.9,10.3,       .,       .,       .,       .,1.8,0.2,2.0,5.9,2.1,0.2,1.7,5.2,1.9,0.2,1.8,5.7
2534,BU17240601,BU17240601,0.2,4.2,19.5,       .,       .,       .,       .,1.9,0.0,1.6,7.9,1.9,0.0,2.4,9.3,2.0,0.0,1.4,7.3
2535,BU17240602,BU17240602,1.0,4.0,12.5,       .,       .,       .,       .,1.2,0.4,1.4,7.0,1.1,0.7,2.5,8.0,1.2,0.3,1.5,7.9
2536,BU17240603,BU17240603,0.4,4.3,21.2,       .,       .,       .,       .,1.4,0.2,1.7,9.5,1.4,0.4,2.5,9.5,1.5,0.2,2.0,8.3
2537,BU17240604,BU17240604,0.9,6.8,15.3,       .,       .,       .,       .,1.2,0.6,2.8,7.0,1.2,0.3,2.9,7.5,1.2,0.3,3.0,8.1
2538,BU17240605,BU17240605,0.8,4.3,20.0,       .,       .,       .,       .,1.5,0.2,1.7,8.8,1.5,0.2,1.5,8.4,1.5,0.2,1.6,8.6
2539,BU17240606,BU17240606,0.3,3.8,10.0,       .,       .,       .,       .,1.5,0.3,2.1,6.1,2.5,0.0,1.8,4.2,1.4,0.2,2.8,6.1
2540,BU17240607,BU17240607,0.1,2.6,8.3,       .,       .,       .,       .,1.2,0.4,3.0,6.2,1.7,0.2,1.9,4.3,1.2,0.3,2.7,6.1
2541,BU17240608,BU17240608,0.2,1.3,1.8,       .,       .,       .,       .,2.8,0.0,1.4,1.8,4.0,0.0,0.6,0.9,2.8,0.0,0.8,1.5
2542,BU17240609,BU17240609,0.3,1.5,5.0,       .,       .,       .,       .,2.0,0.4,2.0,4.7,2.1,0.3,1.3,3.3,2.4,0.1,1.4,4.3
2543,BU17240610,BU17240610,0.0,3.7,8.3,       .,       .,       .,       .,2.5,0.0,2.0,4.5,2.6,0.0,1.4,4.5,2.6,0.0,2.1,5.3
2544,GM0893,GM0893,1.3,3.1,7.1,       .,       .,       .,       .,1.0,1.0,1.6,3.2,1.0,0.6,1.0,2.1,1.0,0.9,1.4,2.6
2545,WK089301,WK089301,0.0,2.0,9.4,       .,       .,       .,       .,3.2,0.0,0.3,4.2,3.2,0.0,0.2,2.1,3.2,0.0,0.3,3.1
2546,BU08930110,BU08930110,0.0,1.9,9.7,       .,       .,       .,       .,3.3,0.0,0.2,4.1,3.3,0.0,0.1,2.0,3.3,0.0,0.1,3.0
2547,BU08930111,BU08930111,0.0,2.2,8.1,       .,       .,       .,       .,3.0,0.0,1.2,4.7,3.0,0.0,0.6,2.4,3.0,0.0,1.1,3.4
2548,WK089302,WK089302,0.0,6.4,11.2,       .,       .,       .,       .,1.8,0.0,4.0,6.7,1.9,0.0,2.0,4.7,1.9,0.0,3.0,5.7
2549,BU08930220,BU08930220,0.0,6.4,11.2,       .,       .,       .,       .,1.8,0.0,4.0,6.7,1.9,0.0,2.0,4.7,1.9,0.0,3.0,5.7
2550,BU08930221,BU08930221,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2551,WK089303,WK089303,2.1,3.3,9.3,       .,       .,       .,       .,0.8,1.4,2.0,4.5,0.8,0.7,1.0,2.5,0.8,1.4,2.0,3.5
2552,BU08930330,BU08930330,2.2,3.3,9.4,       .,       .,       .,       .,0.7,1.5,2.0,4.5,0.7,0.7,1.0,2.5,0.7,1.5,2.0,3.5
2553,BU08930331,BU08930331,0.4,3.0,7.9,       .,       .,       .,       .,2.1,0.1,1.7,4.4,2.1,0.0,0.8,2.4,2.1,0.1,1.7,3.4
2554,BU08930332,BU08930332,0.2,4.0,9.0,       .,       .,       .,       .,1.6,0.0,2.0,5.0,1.6,0.0,1.0,3.0,1.6,0.0,2.0,4.0
2555,WK089304,WK089304,1.0,3.6,8.6,       .,       .,       .,       .,0.7,0.8,1.0,2.9,0.7,0.8,1.0,2.2,0.7,0.8,1.0,2.9
2556,BU08930440,BU08930440,1.0,3.7,8.7,       .,       .,       .,       .,0.5,1.0,1.0,2.8,0.5,1.0,1.0,2.1,0.5,1.0,1.0,2.8
2557,BU08930441,BU08930441,0.8,3.3,8.2,       .,       .,       .,       .,1.7,0.3,1.0,3.5,1.7,0.3,0.9,2.3,1.7,0.3,1.0,3.4
2558,WK089305,WK089305,1.6,2.9,4.3,       .,       .,       .,       .,1.1,0.6,1.0,1.1,1.1,0.6,1.0,1.1,1.1,0.6,1.0,1.1
2559,BU08930550,BU08930550,2.2,3.0,4.0,       .,       .,       .,       .,0.7,0.8,1.0,1.0,0.7,0.8,1.0,1.0,0.7,0.8,1.0,1.0
2560,BU08930551,BU08930551,0.1,2.6,4.9,       .,       .,       .,       .,2.1,0.1,0.9,1.3,2.1,0.1,0.9,1.2,2.1,0.1,0.9,1.3
2561,WK089306,WK089306,0.2,2.5,5.4,       .,       .,       .,       .,1.0,1.3,1.9,2.8,1.1,0.6,1.0,1.8,1.1,0.6,1.0,1.8
2562,BU08930660,BU08930660,0.0,3.0,5.8,       .,       .,       .,       .,0.7,1.7,2.0,2.8,0.7,0.9,1.0,1.8,0.7,0.9,1.0,1.8
2563,BU08930661,BU08930661,1.0,1.1,5.1,       .,       .,       .,       .,1.0,1.2,2.0,3.0,1.1,0.6,1.0,2.0,1.1,0.6,1.0,2.0
